rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,custom/current_screen,time/iterations,custom/max_height,time/fps,train/n_updates,train/loss,train/approx_kl,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/clip_fraction,train/learning_rate
55.92093672,16.05,31281,40960,37,20,13058.0,1,402,18060.6015625,0.00084584055,-0.7119337197393178,0.2,-0.00195114778180141,35149.960510253906,0.06810283660888672,0.00849609375,0.0001
25.698578679999997,15.16,32812,43008,37,21,13026.0,1,407,25147.0390625,0.0007711432,-0.7003829699009657,0.2,-0.002664123571594246,42396.95194091797,0.03616297245025635,0.00380859375,0.0001
45.1180058,14.78,34407,45056,37,22,13026.0,1,412,17629.552734375,0.0007676714,-0.6971425823867321,0.2,-0.002334106629132293,37377.92446289062,0.058299720287323,0.0025390625,0.0001
53.17225945,16.36,35922,47104,37,23,13058.0,1,417,16498.958984375,0.00042075332,-0.6963333431631327,0.2,-0.001058748530340381,40678.28875732422,0.04481714963912964,0.00185546875,0.0001
-5.6923017499999995,14.8,37527,49152,37,24,13058.0,1,422,16964.35546875,0.00068326574,-0.7039424013346434,0.2,-0.0007920157891931012,38272.106640625,0.04758113622665405,0.0033203125,0.0001
44.67338322999999,14.72,39080,51200,37,25,13058.0,1,427,27301.6796875,0.00022670563,-0.6974842596799136,0.2,-0.0010190970613621175,38475.21870117188,0.06643354892730713,0.001171875,0.0001
33.20356426,15.03,40646,53248,37,26,13282.0,1,432,18119.013671875,0.000968055,-0.6750539742410183,0.2,-0.0019339046033564956,33338.51103515625,0.06129133701324463,0.004296875,0.0001
81.89527748,16.74,42164,55296,37,27,13058.0,1,437,24662.685546875,0.0010194146,-0.6890727568417787,0.2,-0.0021479824121342973,38466.05561523438,0.0478898286819458,0.00615234375,0.0001
53.501822440000005,15.38,43737,57344,37,28,13058.0,1,442,19725.1328125,0.0004159426,-0.6788678612560034,0.2,-0.0016016620822483674,40885.29500732422,0.05827009677886963,0.00517578125,0.0001
74.64228596,18.17,45270,59392,37,29,13058.0,1,447,19028.9921875,0.0004546614,-0.7024963203817606,0.2,-0.0012360977940261363,35222.1947265625,0.0744515061378479,0.00234375,0.0001
43.858332710000006,14.76,46945,61440,37,30,13058.0,1,452,17605.931640625,0.00013978753,-0.7021769922226667,0.2,-0.00020018622162751854,37807.339672851565,0.06554955244064331,9.765625e-05,0.0001
