custom/current_screen,time/fps,time/time_elapsed,custom/max_height,time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/clip_fraction,train/n_updates,train/clip_range,train/approx_kl,train/entropy_loss,train/loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/value_loss
37,1,1851,13026.0,1,12.74,2048,-81.83464833999999,,,,,,,,,,
37,1,3917,13058.0,2,9.81,4096,-68.55443837000001,0.01572265625,312,0.2,0.004690363,-0.8155680775642395,21196.453125,-0.00306078663415974,0.023600101470947266,0.0001,37425.90223388672
37,1,6005,13058.0,3,9.3,6144,-96.25073231999995,0.01865234375,317,0.2,0.0033891196,-0.7596220284700393,14370.2431640625,-0.005537037143949419,0.008042573928833008,0.0001,28268.803289794923
37,1,7969,13026.0,4,10.92,8192,-55.885244050000004,0.00703125,322,0.2,0.0022577876,-0.7486228212714195,11388.830078125,-0.0027491227607242762,0.01654338836669922,0.0001,27671.554077148438
37,1,9834,13282.0,5,11.18,10240,-52.34397699999999,0.02587890625,327,0.2,0.0028635287,-0.7771008551120758,13756.330078125,-0.002893348882207647,0.023092985153198242,0.0001,23767.588360595702
37,1,11735,13026.0,6,10.91,12288,-24.32926787,0.017578125,332,0.2,0.004097264,-0.8289242830127478,12966.6923828125,-0.00411092329013627,0.019607603549957275,0.0001,21395.614453125
37,1,13732,13282.0,7,11.86,14336,-50.95032165000001,0.003125,337,0.2,0.00041459352,-0.7880260348320007,22237.54296875,-0.0009700575552415103,0.0158231258392334,0.0001,43700.46304931641
37,1,15723,13026.0,8,10.08,16384,-49.39600840000001,0.0052734375,342,0.2,0.0010552646,-0.7889801118522882,22467.654296875,-0.002380444810842164,0.023864567279815674,0.0001,34438.51516113281
37,1,17696,13058.0,9,10.37,18432,-54.02887192999999,0.00517578125,347,0.2,0.0016002585,-0.7761975705623627,15868.03125,-0.001915453349647578,0.021463871002197266,0.0001,25278.222045898438
