time/fps,custom/max_height,custom/current_screen,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/approx_kl,train/clip_range,train/learning_rate,train/loss,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/n_updates,train/clip_fraction,train/value_loss
1,-302.0,0,8192,16,8.0,-0.03,7898,0.011568411,0.2,0.0003,-0.038499996066093445,-0.0354949266766198,-2.7931149870157244,-111.90045928955078,150,0.0974609375,0.00109125914532342
1,-302.0,0,8704,17,8.0,-0.03,8386,0.008405477,0.2,0.0003,-0.03267202898859978,-0.023639905161689966,-2.7759917616844176,-0.01103198528289795,160,0.037109375,0.050812697713990926
1,-302.0,0,9216,18,8.0,-0.03,8874,0.008834032,0.2,0.0003,-0.041804634034633636,-0.024147283617639913,-2.7669603675603867,-80.5682601928711,170,0.0431640625,0.0022430910903494805
1,-158.0,0,9728,19,8.0,0.0,9358,0.009032694,0.2,0.0003,-0.05191924422979355,-0.02042015952174552,-2.7687167644500734,0.0015163421630859375,180,0.0798828125,0.05867865240797983
1,-302.0,0,10240,20,8.0,-0.03,9849,0.008121171,0.2,0.0003,-0.02297276258468628,-0.02139149871072732,-2.7672832667827607,-66.52247619628906,190,0.0494140625,0.005317593344079797
1,-302.0,0,10752,21,8.0,-0.15,10326,0.011452099,0.2,0.0003,-0.04748155549168587,-0.02752119059441611,-2.742198187112808,-0.09022915363311768,200,0.0876953125,0.01849548367099487
1,-302.0,0,11264,22,8.0,-0.18,10816,0.004395444,0.2,0.0003,0.3099718689918518,-0.012693832459626719,-2.7340272039175035,-0.012645840644836426,210,0.0080078125,0.8410645293857669
1,-302.0,0,11776,23,8.0,-0.03,11298,0.008715941,0.2,0.0003,-0.047478627413511276,-0.02464001767220907,-2.727550968527794,-0.19269943237304688,220,0.054296875,0.09287316764821299
1,-158.0,0,12288,24,8.0,-0.06,11775,0.010305909,0.2,0.0003,-0.05328935757279396,-0.027198992390185594,-2.7217069447040556,-48.022586822509766,230,0.100390625,0.004371714404260274
1,-302.0,0,12800,25,8.0,-0.06,12263,0.008772463,0.2,0.0003,0.012244489043951035,-0.022586066072108224,-2.726684334874153,-0.04593765735626221,240,0.047265625,0.10878766399255255
1,-302.0,0,13312,26,8.0,0.0,12756,0.01140581,0.2,0.0003,-0.05043620988726616,-0.032375058927573266,-2.7305087745189667,-47.332557678222656,250,0.0751953125,0.005764348727825564
1,-302.0,0,13824,27,8.0,-0.09,13233,0.008201783,0.2,0.0003,-0.037599049508571625,-0.024084861431038006,-2.730125716328621,-56.321319580078125,260,0.05390625,0.01312513565280824
1,-302.0,0,14336,28,8.0,-0.09,13726,0.008606118,0.2,0.0003,0.3079800605773926,-0.018947967677377164,-2.7393253087997436,-0.003719329833984375,270,0.0486328125,0.48275427355547434
1,-158.0,0,14848,29,8.0,0.0,14201,0.009491515,0.2,0.0003,-0.043221838772296906,-0.029919091111514716,-2.729095974564552,-58.353206634521484,280,0.0576171875,0.0747055484505836
1,-302.0,0,15360,30,8.0,-0.06,14677,0.009248685,0.2,0.0003,-0.03405250981450081,-0.022843077461584472,-2.721151587367058,-162.10626220703125,290,0.0693359375,0.003511073417030275
1,-302.0,0,15872,31,8.0,-0.12,15154,0.01014174,0.2,0.0003,0.009048979729413986,-0.020945187797769903,-2.6824866980314255,-0.02379131317138672,300,0.0724609375,0.11901096221117768
1,-158.0,0,16384,32,8.0,-0.12,15627,0.008225998,0.2,0.0003,0.5271661877632141,-0.018109848140738904,-2.6855953603982927,-0.006073594093322754,310,0.0875,0.7190749277055147
1,-302.0,0,16896,33,8.0,-0.06,16098,0.007229117,0.2,0.0003,-0.01882275938987732,-0.01898895711055957,-2.677331441640854,-38.75920867919922,320,0.0369140625,0.0320788520068163
1,-302.0,0,17408,34,8.0,-0.06,16577,0.007823937,0.2,0.0003,-0.012428803369402885,-0.014605814844253473,-2.6409805834293367,-0.04940998554229736,330,0.069921875,0.21761341023957356
1,-302.0,0,17920,35,8.0,0.0,17038,0.0148711465,0.2,0.0003,-0.036367177963256836,-0.02320080838399008,-2.6454480677843093,-107.37206268310547,340,0.1404296875,0.014203821349656209
1,-302.0,0,18432,36,8.0,0.0,17497,0.011002354,0.2,0.0003,-0.02450227551162243,-0.02583011711249128,-2.6454362839460375,-114.5543441772461,350,0.091796875,0.001185277691729425
1,-302.0,0,18944,37,8.0,-0.06,17955,0.0074178567,0.2,0.0003,-0.048975758254528046,-0.026512147003086284,-2.641313675045967,-85.8032455444336,360,0.055078125,0.0014606738714064704
1,-302.0,0,19456,38,8.0,0.0,18420,0.010412162,0.2,0.0003,0.1121218129992485,-0.017207502748351543,-2.6419924765825273,-0.004267334938049316,370,0.119140625,0.33536636420467403
1,-302.0,0,19968,39,8.0,0.0,18889,0.012609445,0.2,0.0003,-0.04808179289102554,-0.03219781555235386,-2.6229026675224305,-59.823829650878906,380,0.127734375,0.0038518775272677885
1,-158.0,0,20480,40,8.0,-0.06,19353,0.007834154,0.2,0.0003,-0.03383348509669304,-0.02315692531410605,-2.58382753431797,-103.17495727539062,390,0.073046875,0.0017350905061903176
1,-302.0,0,20992,41,8.0,0.0,19818,0.009938847,0.2,0.0003,-0.014730140566825867,-0.01710818011779338,-2.5738453179597856,0.00815194845199585,400,0.092578125,0.25609813053706604
1,-302.0,0,21504,42,8.0,0.0,20285,0.014196595,0.2,0.0003,-0.04467979073524475,-0.027130430156830698,-2.5887861013412476,-52.98880386352539,410,0.140625,0.007143591984640807
1,-302.0,0,22016,43,8.0,0.0,20753,0.010488546,0.2,0.0003,-0.04445111006498337,-0.02707767742103897,-2.576439705491066,-96.39408874511719,420,0.0677734375,0.001898532696213806
1,-158.0,0,22528,44,8.0,-0.03,21222,0.0064906795,0.2,0.0003,-0.04740693420171738,-0.024456207157345488,-2.5949893623590468,-49.08644104003906,430,0.0369140625,0.0014008555179316317
1,-302.0,0,23040,45,8.0,0.0,21690,0.010635879,0.2,0.0003,0.033694420009851456,-0.025891300322837197,-2.541754212975502,-0.0030671358108520508,440,0.0890625,0.0162089920926519
1,-302.0,0,23552,46,8.0,0.0,22164,0.0110102175,0.2,0.0003,-0.06924694031476974,-0.030905118852388114,-2.511090484261513,-104.04702758789062,450,0.08125,0.00048528804354646126
1,-302.0,0,24064,47,8.0,0.0,22629,0.010704183,0.2,0.0003,-0.04724810644984245,-0.025646266952389852,-2.51113241314888,-63.15104675292969,460,0.0818359375,0.0006666002687779838
1,-302.0,0,24576,48,8.0,0.0,23092,0.007994721,0.2,0.0003,-0.031196797266602516,-0.02523358179751085,-2.501690757274628,-343.57427978515625,470,0.0642578125,0.00048812619315867777
1,-302.0,0,25088,49,8.0,0.0,23547,0.007261778,0.2,0.0003,-0.030020391568541527,-0.01751089490717277,-2.4951227426528932,-317.9584045410156,480,0.03203125,0.00030247241952565675
1,-302.0,0,25600,50,8.0,0.0,24008,0.011237403,0.2,0.0003,-0.05808310583233833,-0.02788475716370158,-2.515443053841591,-126.98704528808594,490,0.083984375,0.0003340676558764244
1,-302.0,0,26112,51,8.0,-0.12,24464,0.00980421,0.2,0.0003,-0.034318070858716965,-0.023529386951122434,-2.449465110898018,-223.82061767578125,500,0.0546875,0.00015628993328391515
1,-302.0,0,26624,52,8.0,0.0,24925,0.011059869,0.2,0.0003,0.5390726923942566,-0.02144247415708378,-2.4634495615959167,-0.002620697021484375,510,0.1498046875,0.3018239528955746
1,-302.0,0,27136,53,8.0,-0.03,25383,0.013008939,0.2,0.0003,-0.061166126281023026,-0.03548351598437875,-2.4178292006254196,-53.314823150634766,520,0.0884765625,0.004809606251365039
1,-302.0,0,27648,54,8.0,0.0,25840,0.0059929183,0.2,0.0003,0.0918731838464737,-0.015145332179963588,-2.431153380870819,-0.034926533699035645,530,0.0712890625,0.07495599493631744
1,-302.0,0,28160,55,8.0,0.0,26296,0.012737257,0.2,0.0003,-0.006296681705862284,-0.029543359042145313,-2.417336705327034,-60.48915481567383,540,0.12734375,0.001720596674203989
1,-302.0,0,28672,56,8.0,0.0,26748,0.008631179,0.2,0.0003,-0.025514334440231323,-0.023230074206367135,-2.368181937932968,-105.1489486694336,550,0.0501953125,0.00035912361672671975
1,-302.0,0,29184,57,8.0,0.0,27198,0.010259001,0.2,0.0003,-0.03146509826183319,-0.025134217005688696,-2.2946229159832,-138.23008728027344,560,0.0833984375,0.00014232909011298035
1,-302.0,0,29696,58,8.0,0.0,27655,0.013231459,0.2,0.0003,-0.04829220473766327,-0.025393774261465295,-2.330202716588974,-120.2147216796875,570,0.13203125,0.0002177532568339302
1,-302.0,0,30208,59,8.0,0.0,28115,0.011506241,0.2,0.0003,-0.03730367496609688,-0.02146347671514377,-2.291333106160164,-276.7047119140625,580,0.1302734375,0.00034470162948991857
1,-302.0,0,30720,60,8.0,0.0,28569,0.009959969,0.2,0.0003,-0.02195456251502037,-0.018874731851974504,-2.3185166984796526,-57.33015823364258,590,0.0787109375,9.77904729779766e-05
1,-302.0,0,31232,61,8.0,0.0,29027,0.00826082,0.2,0.0003,-0.03832436352968216,-0.01940693891083356,-2.4303991824388502,-113.61087036132812,600,0.059375,0.00023938348294905154
1,-302.0,0,31744,62,8.0,0.0,29486,0.009666951,0.2,0.0003,-0.033433955162763596,-0.02465273964917287,-2.427989512681961,-144.0287322998047,610,0.1060546875,0.0003203925586603873
1,-302.0,0,32256,63,8.0,-0.06,29942,0.008453727,0.2,0.0003,-0.04082022234797478,-0.028215341095346957,-2.445095068216324,-142.21278381347656,620,0.0857421875,5.643161516104556e-05
1,-302.0,0,32768,64,8.0,-0.06,30406,0.0122602,0.2,0.0003,-0.01951836235821247,-0.018852377496659755,-2.4577868968248366,0.001967132091522217,630,0.095703125,0.236531000474497
1,-302.0,0,33280,65,8.0,0.0,30871,0.016586203,0.2,0.0003,-0.054290514439344406,-0.02749142041138839,-2.482910433411598,-45.70484924316406,640,0.1134765625,0.005860693931754213
1,-158.0,0,33792,66,8.0,0.0,31334,0.01320323,0.2,0.0003,-0.06463400274515152,-0.029289063380565493,-2.4332597225904466,-76.87503051757812,650,0.146484375,0.0031092937371795413
1,-158.0,0,34304,67,8.0,-0.09,31801,0.014453931,0.2,0.0003,-0.05228695645928383,-0.028437916957773268,-2.461560732126236,-69.63732147216797,660,0.1169921875,0.00016422432404397113
1,-302.0,0,34816,68,8.0,-0.12,32267,0.014533553,0.2,0.0003,0.030408747494220734,-0.020979752531275153,-2.448312094807625,0.012724876403808594,670,0.148828125,0.15350850632585206
1,-302.0,0,35328,69,8.0,0.0,32721,0.0113937175,0.2,0.0003,-0.018204182386398315,-0.02689996336994227,-2.411583724617958,-0.1978532075881958,680,0.0888671875,0.08773738002055324
1,-302.0,0,35840,70,8.0,0.0,33185,0.010534822,0.2,0.0003,-0.0413818433880806,-0.02427173898322508,-2.3855751633644102,-79.8120346069336,690,0.071875,0.0022189085557329236
1,-302.0,0,36352,71,8.0,0.0,33637,0.009511518,0.2,0.0003,-0.03922807052731514,-0.019951656585908494,-2.36699116230011,-177.69139099121094,700,0.0837890625,0.00259462689045904
1,-302.0,0,36864,72,8.0,0.0,34087,0.0102327,0.2,0.0003,-0.027019008994102478,-0.019322353578172625,-2.3479697853326797,-131.7717742919922,710,0.0751953125,0.0005513838319075148
1,-302.0,0,37376,73,8.0,0.0,34542,0.009295415,0.2,0.0003,-0.031226729974150658,-0.022492185467854142,-2.3546845853328704,-108.19068908691406,720,0.0525390625,0.0005359621040952334
1,-302.0,0,37888,74,8.0,0.0,35002,0.008028126,0.2,0.0003,-0.044940609484910965,-0.02461636223597452,-2.35722077190876,-139.10508728027344,730,0.0630859375,0.0008984421019704314
1,-158.0,0,38400,75,8.0,0.0,35464,0.008062209,0.2,0.0003,-0.03292087838053703,-0.02080693754251115,-2.31424066722393,-224.33567810058594,740,0.0330078125,0.0010705924380090437
1,-302.0,0,38912,76,8.0,0.0,35919,0.009523058,0.2,0.0003,-0.04187670722603798,-0.01954423392744502,-2.325506606698036,-233.8052215576172,750,0.0478515625,0.00040707397897676856
1,-302.0,0,39424,77,8.0,0.0,36378,0.012968248,0.2,0.0003,-0.02323656901717186,-0.024136993172578513,-2.4001934736967088,-110.71250915527344,760,0.0958984375,0.00012499850927270018
1,-302.0,0,39936,78,8.0,0.0,36832,0.00869439,0.2,0.0003,-0.02074356935918331,-0.022814765200018884,-2.337232378125191,-103.34864807128906,770,0.0626953125,0.00021731336339598785
1,-302.0,0,40448,79,8.0,0.0,37288,0.008851659,0.2,0.0003,-0.04624979943037033,-0.025723334174836056,-2.3585139513015747,-141.59706115722656,780,0.0759765625,0.00021631126980992121
1,-302.0,0,40960,80,8.0,0.0,37747,0.011672549,0.2,0.0003,-0.0507051907479763,-0.02710355985618662,-2.3510690301656725,-114.32921600341797,790,0.0833984375,0.0001514960745907956
1,-158.0,0,41472,81,8.0,-0.03,38213,0.01324179,0.2,0.0003,-0.011015364900231361,-0.023239424437633716,-2.3324460864067076,-85.0647201538086,800,0.074609375,7.863006899242465e-05
1,-302.0,0,41984,82,8.0,0.0,38677,0.008615218,0.2,0.0003,0.033053673803806305,-0.014463717973558231,-2.3148609548807144,-0.004736900329589844,810,0.052734375,0.05410015231500438
1,-302.0,0,42496,83,8.0,-0.03,39133,0.011806143,0.2,0.0003,-0.04563416913151741,-0.02111991440760903,-2.294502022862434,-185.99769592285156,820,0.101953125,0.006510078286373755
1,-158.0,0,43008,84,8.0,-0.03,39593,0.0076730475,0.2,0.0003,-0.0327022559940815,-0.01883487751474604,-2.2341564685106277,-0.04373669624328613,830,0.060546875,0.06928692397268606
1,-302.0,0,43520,85,8.0,0.0,40058,0.012705097,0.2,0.0003,-0.028798166662454605,-0.016459519311320038,-2.182414194941521,-44.14204025268555,840,0.1337890625,0.005710113969325903
1,-158.0,0,44032,86,8.0,-0.03,40513,0.007271417,0.2,0.0003,-0.015603057108819485,-0.022704242693725972,-2.241007325053215,-132.1005859375,850,0.065625,0.0005299939622545935
1,-302.0,0,44544,87,8.0,-0.03,40980,0.008755907,0.2,0.0003,-0.012788621708750725,-0.016492134745931253,-2.2890673160552977,-0.0053408145904541016,860,0.07578125,0.04591550882623778
1,-302.0,0,45056,88,8.0,-0.03,41447,0.010372123,0.2,0.0003,-0.02225196734070778,-0.019701829901896416,-2.303723004460335,-70.9888916015625,870,0.08359375,0.0006960174548112264
1,-302.0,0,45568,89,8.0,-0.12,41911,0.00861176,0.2,0.0003,0.037338219583034515,-0.015447537112049759,-2.290334650874138,-0.0018649101257324219,880,0.0892578125,0.05818993999673694
1,-302.0,0,46080,90,8.0,0.0,42376,0.012498369,0.2,0.0003,0.13573938608169556,-0.014768138434737921,-2.276369112730026,-0.004668831825256348,890,0.07578125,0.2521295658487361
1,-302.0,0,46592,91,8.0,0.0,42836,0.0054563563,0.2,0.0003,-0.029269125312566757,-0.020299666683422403,-2.299443393945694,-64.39114379882812,900,0.0537109375,0.018029417998332065
1,-302.0,0,47104,92,8.0,0.0,43297,0.010347854,0.2,0.0003,-0.053850557655096054,-0.02385275043779984,-2.311275786161423,-107.8487319946289,910,0.075390625,0.002538169686886249
1,-302.0,0,47616,93,8.0,-0.06,43763,0.007913059,0.2,0.0003,-0.019289715215563774,-0.0174420303927036,-2.3215467274188994,-188.6435546875,920,0.0705078125,0.001365807806723751
1,-302.0,0,48128,94,8.0,0.0,44228,0.009317763,0.2,0.0003,-0.02508225291967392,-0.01649253484501969,-2.32168595790863,-0.009249448776245117,930,0.0638671875,0.17834535180718375
1,-302.0,0,48640,95,8.0,0.0,44686,0.012367222,0.2,0.0003,-0.05765113979578018,-0.0300082566565834,-2.2438246101140975,-65.3824462890625,940,0.1248046875,0.002340588191509596
1,-302.0,0,49152,96,8.0,0.0,45142,0.010936359,0.2,0.0003,-0.0433252789080143,-0.027049992780666797,-2.2440488606691362,-77.6713638305664,950,0.0990234375,0.0012738832574541448
1,-302.0,0,49664,97,8.0,0.0,45597,0.011440238,0.2,0.0003,-0.0248070377856493,-0.02185412163671572,-2.2901478320360185,-65.8741455078125,960,0.12890625,0.0008047769815220818
1,-302.0,0,50176,98,8.0,0.0,46057,0.0111363195,0.2,0.0003,-0.04396579787135124,-0.022346151503734292,-2.2427368253469466,-136.04241943359375,970,0.0927734375,0.00035773977747339815
1,-302.0,0,50688,99,8.0,0.0,46515,0.008546583,0.2,0.0003,-0.03868827596306801,-0.025196690182201564,-2.285588401556015,-77.92901611328125,980,0.1009765625,0.0004854035900279996
1,-302.0,0,51200,100,8.0,0.0,46980,0.0092530195,0.2,0.0003,-0.027222923934459686,-0.020032380672637372,-2.3051020801067352,-54.946163177490234,990,0.07734375,0.0003358790551374113
1,-302.0,0,51712,101,8.0,0.0,47451,0.011051725,0.2,0.0003,-0.047575466334819794,-0.02691928233834915,-2.271709832549095,-338.383056640625,1000,0.0900390625,0.0002084564869392125
1,-158.0,0,52224,102,8.0,0.0,47903,0.011555716,0.2,0.0003,-0.020441435277462006,-0.025656646606512366,-2.2082119673490523,-151.36618041992188,1010,0.096875,0.0008505751642587711
1,-302.0,0,52736,103,8.0,0.0,48364,0.006014413,0.2,0.0003,-0.04919577017426491,-0.01918217138736509,-2.2263526260852813,-86.52366638183594,1020,0.0513671875,0.0001401964936007971
1,-302.0,0,53248,104,8.0,0.0,48817,0.0121582765,0.2,0.0003,-0.045928843319416046,-0.018569443025626242,-2.213100829720497,-125.91778564453125,1030,0.0603515625,5.979167284522191e-05
1,-158.0,0,53760,105,8.0,0.0,49270,0.008559857,0.2,0.0003,-0.023563412949442863,-0.022306440357351676,-2.209753292798996,-75.1102294921875,1040,0.071875,0.00019187722605238378
1,-302.0,0,54272,106,8.0,0.0,49718,0.015353745,0.2,0.0003,-0.0498836375772953,-0.02626387342897942,-2.219682961702347,-309.286865234375,1050,0.1306640625,0.00028918963291744146
1,-302.0,0,54784,107,8.0,0.0,50170,0.010537045,0.2,0.0003,-0.03247314319014549,-0.02258583774091676,-2.259672683477402,-48.92292785644531,1060,0.0546875,8.602678082638703e-05
1,-302.0,0,55296,108,8.0,0.0,50625,0.009398916,0.2,0.0003,-0.02548728510737419,-0.02006681580096483,-2.2574946612119673,-65.24108123779297,1070,0.0671875,0.00010450514367903452
1,-158.0,0,55808,109,8.0,-0.03,51071,0.008502857,0.2,0.0003,-0.01824045367538929,-0.022519977326737717,-2.3162174075841904,-110.42526245117188,1080,0.0791015625,0.00023546762466821746
1,-302.0,0,56320,110,8.0,-0.03,51511,0.00834587,0.2,0.0003,0.011244937777519226,-0.014235645375447348,-2.240915361046791,0.04174679517745972,1090,0.0650390625,0.06798215158378298
1,-302.0,0,56832,111,8.0,0.0,51961,0.0105022825,0.2,0.0003,-0.054068535566329956,-0.019806249265093355,-2.2911693841218947,-0.08094525337219238,1100,0.0927734375,0.04643823411679478
1,-302.0,0,57344,112,8.0,0.0,52412,0.010123962,0.2,0.0003,-0.043612148612737656,-0.02168890052707866,-2.29900561273098,-79.64238739013672,1110,0.1263671875,0.0020726993685457273
1,-302.0,0,57856,113,8.0,0.0,52864,0.015044275,0.2,0.0003,-0.03952198475599289,-0.027667997259413823,-2.2649653226137163,-73.10575103759766,1120,0.122265625,0.0008201053363336541
1,-158.0,0,58368,114,8.0,0.0,53322,0.01026064,0.2,0.0003,-0.016798049211502075,-0.023085705080302433,-2.256324791908264,-71.62071228027344,1130,0.0798828125,0.0005095797207559372
1,-302.0,0,58880,115,8.0,0.0,53763,0.012068639,0.2,0.0003,-0.033201396465301514,-0.024899836018448696,-2.212035372853279,-138.4096221923828,1140,0.1162109375,0.0005181392726399281
1,-302.0,0,59392,116,8.0,-0.12,54206,0.0075589055,0.2,0.0003,-0.04965762794017792,-0.022605841187760232,-2.2263091832399367,-70.1480484008789,1150,0.06171875,7.569664613811255e-05
1,-302.0,0,59904,117,8.0,-0.09,54644,0.005753724,0.2,0.0003,0.030479952692985535,-0.014214078633813187,-2.1833339810371397,0.0002646446228027344,1160,0.05078125,0.6544524159047796
1,-302.0,0,60416,118,8.0,0.0,55086,0.012091162,0.2,0.0003,-0.04007624834775925,-0.019521601789165288,-2.202296459674835,-66.04023742675781,1170,0.096875,0.021680455608293413
1,-302.0,0,60928,119,8.0,0.0,55525,0.008488996,0.2,0.0003,-0.04320421442389488,-0.029509103670716286,-2.165599888563156,-107.07039642333984,1180,0.0884765625,0.001314596558222547
1,-302.0,0,61440,120,8.0,0.0,55970,0.009077668,0.2,0.0003,-0.04426446557044983,-0.028237704769708216,-2.1327219933271406,-116.53385925292969,1190,0.079296875,0.0006034771566191921
1,-302.0,0,61952,121,8.0,0.0,56405,0.011360223,0.2,0.0003,-0.07345212996006012,-0.03379353922791779,-2.0894967764616013,-75.97754669189453,1200,0.10390625,0.00036178203990857585
1,-302.0,0,62464,122,8.0,0.0,56841,0.013341508,0.2,0.0003,-0.04541680961847305,-0.021062173345126212,-2.0744331195950507,-113.8520278930664,1210,0.114453125,0.00019543770258678705
1,-302.0,0,62976,123,8.0,0.0,57286,0.013061696,0.2,0.0003,-0.07010826468467712,-0.029200193186989055,-2.0979990005493163,-109.49715423583984,1220,0.0986328125,0.00018046808490908007
1,-302.0,0,63488,124,8.0,0.0,57722,0.0072529577,0.2,0.0003,-0.015736429020762444,-0.02019891398376785,-2.1085922002792357,-154.0561981201172,1230,0.0513671875,0.0001270807865239476
1,-302.0,0,64000,125,8.0,0.0,58165,0.009160747,0.2,0.0003,-0.050821494311094284,-0.023617585643660278,-2.0622189074754713,-127.29812622070312,1240,0.0673828125,8.212126963371701e-05
1,-302.0,0,64512,126,8.0,0.0,58616,0.0061582886,0.2,0.0003,-0.005872125271707773,-0.016596746805589646,-2.0450835108757017,-137.1500244140625,1250,0.0716796875,5.4319688706527815e-05
1,-302.0,0,65024,127,8.0,0.0,59064,0.0109232515,0.2,0.0003,-0.05973926559090614,-0.031843652029056105,-1.9708914935588837,-107.75704193115234,1260,0.129296875,2.8465976902225522e-05
1,-302.0,0,65536,128,8.0,0.0,59513,0.010910311,0.2,0.0003,-0.04733521118760109,-0.023350958444643764,-1.9386259078979493,-209.6472625732422,1270,0.108203125,3.846476660100962e-05
1,-14.0,0,66048,129,8.0,0.0,59962,0.010653412,0.2,0.0003,-0.046339940279722214,-0.023174536880105734,-1.9677940875291824,-189.192138671875,1280,0.13125,3.9511282466264674e-05
1,-158.0,0,66560,130,8.0,0.0,60413,0.00972113,0.2,0.0003,-0.06939216703176498,-0.024965065898140893,-1.9795309826731682,-202.96441650390625,1290,0.0849609375,9.451527554347195e-05
