time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,custom/max_height,time/iterations,custom/current_screen,time/total_timesteps,time/time_elapsed,train/value_loss,train/explained_variance,train/learning_rate,train/clip_fraction,train/clip_range,train/approx_kl,train/n_updates,train/loss,train/policy_gradient_loss,train/entropy_loss
0,264.68233699,5.73,6914.0,1,20,1024,1329,,,,,,,,,,
0,258.87742851999997,5.56,6994.0,2,20,2048,2667,47202.6326171875,-1.9669532775878906e-05,0.0001,0.035546875,0.2,0.0061182408,5,22241.25,-0.007831524763605557,-0.41986821331083773
0,265.17453921000003,5.51,6914.0,3,20,3072,4021,45724.73727964744,-0.0005097389221191406,0.0001,0.029647435897435896,0.2,0.017573923,8,22536.845703125,-0.00917779058456803,-0.3879472812016805
0,273.21989994999996,5.43,6914.0,4,20,4096,5370,45289.36489257812,0.0035863518714904785,0.0001,0.0546875,0.2,0.0078045875,13,22560.814453125,-0.013732730309129693,-0.30385795533657073
0,283.36787659000004,5.33,7042.0,5,20,5120,6754,44783.91721270161,-0.0002455711364746094,0.0001,0.039818548387096774,0.2,0.010001268,15,22300.82421875,-0.013118833588856843,-0.2805310502167671
