time/time_elapsed,time/iterations,custom/max_height,rollout/ep_len_mean,rollout/ep_rew_mean,custom/current_screen,time/fps,time/total_timesteps,train/approx_kl,train/loss,train/clip_fraction,train/n_updates,train/learning_rate,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/policy_gradient_loss
21430,140,650.0,9.89,189.85877885000002,2,0,17920,0.0011790311,7577.1064453125,0.0046875,695,0.0001,-0.3236183077096939,0.011251747608184814,0.2,15628.4298828125,-0.006348592322319746
21589,141,442.0,9.76,186.99331131000005,2,0,18048,0.0005474696,7853.08056640625,0.0015625,700,0.0001,-0.3157286554574966,-0.0020891427993774414,0.2,15903.1259765625,-0.0044854097999632355
21748,142,442.0,9.93,190.24599197,2,0,18176,0.0005619717,8111.86767578125,0.0,705,0.0001,-0.350841748714447,-0.001204371452331543,0.2,16385.49814453125,-0.004775866772979498
21910,143,650.0,10.13,190.12425994,2,0,18304,0.003683772,8061.4267578125,0.0140625,710,0.0001,-0.3548956662416458,-0.005567431449890137,0.2,15848.32802734375,-0.011326766200363636
22075,144,442.0,9.98,191.08943786999995,2,0,18432,0.00015681563,7153.25732421875,0.0,715,0.0001,-0.36798695623874667,0.022537291049957275,0.2,14164.942578125,-0.0010815673507750035
22233,145,442.0,9.66,193.77341521999998,2,0,18560,0.00035672495,7209.12744140625,0.003125,720,0.0001,-0.35116604864597323,0.009828686714172363,0.2,13964.8505859375,-0.002614267356693745
22398,146,626.0,9.76,199.72552634000004,2,0,18688,0.001899715,8242.142578125,0.009375,725,0.0001,-0.3427287876605988,-0.0017697811126708984,0.2,17251.3591796875,-0.00721043236553669
22561,147,650.0,9.78,206.14069417,2,0,18816,0.0003226907,7536.0927734375,0.0,730,0.0001,-0.3437869280576706,0.01003950834274292,0.2,14964.0607421875,-0.0037504113279283047
22717,148,538.0,9.82,206.75895679999996,2,0,18944,0.0018097195,7880.57568359375,0.0109375,735,0.0001,-0.33308779299259184,-0.0036478042602539062,0.2,15338.57001953125,-0.004104303009808063
22883,149,442.0,9.64,210.07765998999994,2,0,19072,0.0004592617,7898.67919921875,0.003125,740,0.0001,-0.3293123871088028,0.00781559944152832,0.2,15776.97998046875,-0.0014940178021788596
23046,150,626.0,9.55,203.47610012,2,0,19200,5.7221856e-05,8594.55078125,0.0,745,0.0001,-0.3252791941165924,-0.00452733039855957,0.2,17157.944140625,-0.0006481717340648174
23212,151,650.0,9.58,199.97851340000005,2,0,19328,0.00023061968,7273.41748046875,0.0,750,0.0001,-0.3487733542919159,-0.0020803213119506836,0.2,14592.10966796875,-0.0031469946727156637
23378,152,442.0,9.52,205.69326865000002,2,0,19456,0.00015663402,7031.2138671875,0.0,755,0.0001,-0.35103670656681063,0.03401899337768555,0.2,14932.74541015625,-0.0014982725027948619
23544,153,442.0,9.45,206.3035861,2,0,19584,0.00013560476,7877.81787109375,0.0,760,0.0001,-0.32247664630413053,-0.0014914274215698242,0.2,15664.3228515625,-0.0015646924264729023
23703,154,626.0,9.34,189.95191943999998,2,0,19712,0.00042201858,7837.1025390625,0.0,765,0.0001,-0.32432744204998015,-0.003241419792175293,0.2,15506.35009765625,-0.004377987887710333
23862,155,490.0,9.35,186.39708538000002,2,0,19840,0.012117277,6697.7236328125,0.0265625,770,0.0001,-0.34131992161273955,-0.0037790536880493164,0.2,13942.5763671875,-0.011900817975401878
24027,156,442.0,9.59,183.36599447000003,2,0,19968,0.0010552173,7177.2548828125,0.003125,775,0.0001,-0.3158883035182953,0.008848726749420166,0.2,14261.89638671875,-0.006986301206052303
24190,157,538.0,9.65,187.04450859999997,2,0,20096,0.0064652883,7642.279296875,0.025,780,0.0001,-0.32547198235988617,0.0035181641578674316,0.2,14410.89619140625,-0.006617874186486006
24355,158,442.0,9.58,196.84414538000001,2,0,20224,0.00058897585,7635.64697265625,0.0015625,785,0.0001,-0.30227431654930115,-0.005364775657653809,0.2,15219.853515625,-0.002320929430425167
24517,159,490.0,9.53,193.51682923000004,2,0,20352,0.0007693274,7887.923828125,0.003125,790,0.0001,-0.31566975116729734,-0.003175973892211914,0.2,15678.18818359375,-0.0048360168933868405
24677,160,490.0,9.5,193.52251798000006,2,0,20480,0.0008111936,7431.943359375,0.003125,795,0.0001,-0.31077574491500853,-0.002004384994506836,0.2,14693.61181640625,-0.0019017635844647885
24842,161,490.0,9.74,203.56345694000004,2,0,20608,0.0003997027,7639.54833984375,0.003125,800,0.0001,-0.32253042459487913,-0.004052639007568359,0.2,14780.74873046875,-0.0008334084879606963
25005,162,442.0,9.6,203.78417988,2,0,20736,0.0004942212,6722.513671875,0.003125,805,0.0001,-0.3313576877117157,-0.00043213367462158203,0.2,14008.21845703125,-0.003942562639713288
25162,163,538.0,9.58,206.10415969000002,2,0,20864,0.0032509533,7795.89501953125,0.00625,810,0.0001,-0.3096913367509842,-0.0006254911422729492,0.2,15882.374609375,-0.0061653146520257
25324,164,442.0,9.67,205.68059404000005,2,0,20992,0.0027862848,7152.17138671875,0.0125,815,0.0001,-0.2976951599121094,-0.0002532005310058594,0.2,13723.0228515625,-0.008569407137110829
25491,165,626.0,9.51,202.44931699000006,2,0,21120,0.00023073843,7083.5302734375,0.0,820,0.0001,-0.2911659210920334,0.0021802783012390137,0.2,13181.21552734375,-0.0035123109817504885
25650,166,626.0,9.37,199.15285233999998,2,0,21248,0.0004430022,7460.9765625,0.0,825,0.0001,-0.2929726928472519,-0.0034636259078979492,0.2,14886.28876953125,-0.008247550018131733
25815,167,442.0,9.44,195.32892073,2,0,21376,5.066907e-05,7601.638671875,0.0,830,0.0001,-0.2712369203567505,-0.0020859241485595703,0.2,15253.67109375,0.0004220331087708473
25975,168,490.0,9.66,195.25507139000004,2,0,21504,0.00028134044,7765.45703125,0.0,835,0.0001,-0.30297679305076597,-0.0022009611129760742,0.2,15065.8880859375,-0.003534100018441677
26141,169,538.0,9.6,195.28983761,2,0,21632,0.0008446383,6879.541015625,0.0,840,0.0001,-0.30449484586715697,-0.0005232095718383789,0.2,13208.54365234375,-0.0038305420428514482
26303,170,626.0,9.63,198.39502376000004,2,0,21760,0.00017085206,7164.05859375,0.0,845,0.0001,-0.2813543677330017,-0.0041005611419677734,0.2,14303.23359375,0.0006682719569653273
26468,171,442.0,9.63,201.48770972000005,2,0,21888,0.0012851753,6733.921875,0.009375,850,0.0001,-0.28610624372959137,-0.0012305974960327148,0.2,13889.93359375,-0.011186608951538802
26623,172,442.0,9.56,202.21090596000002,2,0,22016,0.00040523708,7036.96923828125,0.003125,855,0.0001,-0.2833445221185684,0.004932820796966553,0.2,13914.95810546875,-0.0016215085983276368
26784,173,650.0,9.79,205.64228504000005,2,0,22144,0.0001910869,7005.4775390625,0.0,860,0.0001,-0.2841795265674591,-0.0019366741180419922,0.2,14494.7173828125,-0.0016429658979177475
26946,174,442.0,9.93,208.88243655000002,2,0,22272,0.00019145757,6937.5234375,0.0,865,0.0001,-0.29993261098861695,-0.0003991127014160156,0.2,13441.29658203125,-0.0013846997171640396
27109,175,442.0,9.67,202.81228822000006,2,0,22400,0.0022469535,7320.3662109375,0.0125,870,0.0001,-0.28941909670829774,-0.0033254623413085938,0.2,14786.10771484375,-0.002029329165816307
27272,176,442.0,9.49,206.06076441000005,2,0,22528,0.0012778733,7825.84716796875,0.0078125,875,0.0001,-0.2740188792347908,-0.0019189119338989258,0.2,15513.29970703125,-0.007939333748072385
27438,177,442.0,9.46,198.39773021999997,2,0,22656,0.002182555,6779.015625,0.00625,880,0.0001,-0.265704607963562,0.015201330184936523,0.2,14016.9623046875,-0.006797895487397909
27598,178,490.0,9.45,198.42080714000002,2,0,22784,0.00080502825,7368.6982421875,0.0046875,885,0.0001,-0.2636095628142357,-0.0020421743392944336,0.2,14863.08095703125,-0.003552565723657608
27764,179,650.0,9.45,201.97497889,2,0,22912,0.0009613703,6972.919921875,0.003125,890,0.0001,-0.26524207592010496,0.0008108019828796387,0.2,13676.31396484375,-0.003498962428420782
27931,180,650.0,9.45,204.51549735000003,2,0,23040,0.00029908214,6840.83544921875,0.0015625,895,0.0001,-0.2739548489451408,-0.0014775991439819336,0.2,13744.51591796875,0.0002572516445070505
28096,181,650.0,9.57,200.67303705000003,2,0,23168,1.7887447e-05,6313.81689453125,0.0,900,0.0001,-0.276674348115921,0.011434197425842285,0.2,12020.96533203125,-0.0006353577598929405
28259,182,626.0,9.65,200.60905104000003,2,0,23296,7.334538e-05,6185.15673828125,0.0,905,0.0001,-0.2789310246706009,-0.0012524127960205078,0.2,12608.1705078125,-0.002254140470176935
28425,183,490.0,9.87,210.29086922000002,2,0,23424,9.3073584e-05,6455.84130859375,0.0,910,0.0001,-0.25398862808942796,-0.006088376045227051,0.2,13172.28828125,-0.0007902452722191811
28593,184,442.0,9.7,207.24642477000006,2,0,23552,0.00057272706,6776.91552734375,0.0015625,915,0.0001,-0.27114727795124055,-0.0002548694610595703,0.2,13163.76064453125,-0.0051205472089350225
28758,185,442.0,9.98,216.75591250999997,2,0,23680,0.000256503,7780.62890625,0.0,920,0.0001,-0.2504557594656944,-0.001939535140991211,0.2,15216.165234375,-0.0020969689823687075
28923,186,650.0,9.82,213.47410918000003,2,0,23808,0.00048599392,6295.80224609375,0.003125,925,0.0001,-0.2841892600059509,0.009968280792236328,0.2,12581.5259765625,-0.002657599654048681
29081,187,490.0,9.79,203.85855363,2,0,23936,0.00068087457,7098.9677734375,0.003125,930,0.0001,-0.24885986745357513,-0.002332925796508789,0.2,13696.7283203125,-0.007756740599870682
29238,188,490.0,9.62,208.34426791,2,0,24064,0.0024630101,6716.18310546875,0.0078125,935,0.0001,-0.2753414690494537,0.001520991325378418,0.2,14382.0306640625,-0.006924559827893972
29403,189,442.0,9.63,207.74189949000007,2,0,24192,0.00071199704,7371.73779296875,0.00625,940,0.0001,-0.23309836387634278,-0.0037289857864379883,0.2,14299.44287109375,-0.0006354055367410183
29571,190,490.0,9.65,201.4034464,2,0,24320,0.0026899222,6512.26806640625,0.0046875,945,0.0001,-0.2631156578660011,0.008041799068450928,0.2,12051.383984375,-0.0051774783991277214
29734,191,650.0,9.61,205.38071913000005,2,0,24448,0.00017762929,7175.673828125,0.0,950,0.0001,-0.24942267388105394,0.004994988441467285,0.2,13979.02177734375,-0.0027534917928278444
29900,192,650.0,9.71,206.09182141000002,2,0,24576,2.2121705e-05,6596.685546875,0.0,955,0.0001,-0.23104900270700454,-0.0008395910263061523,0.2,13346.9681640625,-0.00032209577038884164
30058,193,490.0,9.59,206.24413021,2,0,24704,0.0002473644,6047.53564453125,0.0,960,0.0001,-0.2607682317495346,-0.00010132789611816406,0.2,11885.74052734375,-0.0013838279992341995
30220,194,442.0,9.69,213.05835243000004,2,0,24832,0.001461437,7361.85498046875,0.0046875,965,0.0001,-0.23530339747667312,-0.0022276639938354492,0.2,14352.534375,-0.0058436250314116474
30387,195,650.0,9.63,216.12618071,2,0,24960,0.00054859,6916.8740234375,0.003125,970,0.0001,-0.21764905452728273,0.00017458200454711914,0.2,14223.87666015625,-0.004631686862558127
30550,196,490.0,9.69,212.94242312999998,2,0,25088,0.00029670028,6513.31982421875,0.0015625,975,0.0001,-0.24118439704179764,-0.0004674196243286133,0.2,13150.3576171875,-0.0006065101362764836
30712,197,442.0,9.6,209.64415086,2,0,25216,0.00026586885,6685.8408203125,0.0,980,0.0001,-0.2270144447684288,0.0003090500831604004,0.2,13646.92958984375,-0.0013016666285693645
30876,198,442.0,9.47,209.19969485000001,2,0,25344,0.00023439713,6617.96337890625,0.0,985,0.0001,-0.24489797204732894,0.002643287181854248,0.2,13490.2640625,-0.0026751295663416386
31042,199,650.0,9.52,209.13488604999998,2,0,25472,0.01487352,6946.61669921875,0.0140625,990,0.0001,-0.22208094596862793,-0.0024837255477905273,0.2,13582.2517578125,-0.00909376349300146
31205,200,490.0,9.47,205.81846270000003,2,0,25600,2.2443477e-05,6018.9580078125,0.0,995,0.0001,-0.2109801396727562,-0.00404667854309082,0.2,12165.76123046875,-0.0006813587620854378
31374,201,442.0,9.68,208.26446082,2,0,25728,5.2776653e-05,7008.931640625,0.0,1000,0.0001,-0.19783258885145188,0.0024716854095458984,0.2,13789.86435546875,-0.0016390837728977204
31541,202,490.0,9.65,208.31370325,2,0,25856,7.439079e-05,7636.96630859375,0.0,1005,0.0001,-0.24170248806476594,0.009771287441253662,0.2,13719.68740234375,-0.0003834495320916176
31704,203,626.0,9.61,211.48003659000003,2,0,25984,0.00012313668,7025.34814453125,0.0,1010,0.0001,-0.22015185356140138,-0.003941535949707031,0.2,13843.77578125,-0.0002580362604930997
31864,204,442.0,9.43,205.79685866,2,0,26112,3.9013103e-06,6609.36376953125,0.0,1015,0.0001,-0.20829594880342484,-0.004445791244506836,0.2,13331.83564453125,-6.045028567314148e-05
32033,205,442.0,9.72,205.36353876,2,0,26240,0.00024914742,7178.32470703125,0.0,1020,0.0001,-0.1957659438252449,-0.0015387535095214844,0.2,14040.79384765625,-0.003977465350180865
32201,206,538.0,9.78,204.77203443000002,2,0,26368,0.0014263629,6612.63037109375,0.003125,1025,0.0001,-0.2373201698064804,0.01885199546813965,0.2,12705.0048828125,-0.004661758244037628
32363,207,442.0,9.77,201.48036777000002,2,0,26496,0.0005582459,5906.96484375,0.003125,1030,0.0001,-0.22354290783405303,0.03578388690948486,0.2,11466.42607421875,-0.0018348676851019264
32518,208,490.0,9.6,201.56449475000005,2,0,26624,0.00030698488,6530.7509765625,0.0015625,1035,0.0001,-0.19859282225370406,-0.00048804283142089844,0.2,13379.584765625,-0.00599129255861044
32680,209,442.0,9.44,198.69979388999997,2,0,26752,5.5297278e-05,6512.33349609375,0.0,1040,0.0001,-0.18930868804454803,-0.002305746078491211,0.2,13478.13603515625,-0.0014849863946437836
32841,210,442.0,9.46,195.58423833,2,0,26880,0.004854394,6744.39013671875,0.0171875,1045,0.0001,-0.20547786653041838,0.003630995750427246,0.2,14464.8560546875,-0.004902837984263897
33009,211,442.0,9.58,192.37462605000002,2,0,27008,0.0015863348,6912.34423828125,0.0078125,1050,0.0001,-0.21924638897180557,-0.00024020671844482422,0.2,13507.93720703125,-0.002186781354248524
33174,212,538.0,9.58,202.20838361999998,2,0,27136,0.001586752,6105.8818359375,0.0046875,1055,0.0001,-0.21480322033166885,-0.0006616115570068359,0.2,12705.24345703125,-0.004238276556134224
33338,213,442.0,9.27,209.48872489000001,2,0,27264,0.00021353085,6281.5947265625,0.0,1060,0.0001,-0.20802541822195053,-0.001375436782836914,0.2,13058.9814453125,-0.000213443860411644
33501,214,626.0,9.25,206.83531580000002,2,0,27392,1.6242266e-06,6245.76025390625,0.0,1065,0.0001,-0.172300523519516,-0.00464320182800293,0.2,12855.3072265625,-0.0002485277596861124
33661,215,490.0,9.29,210.16789156000007,2,0,27520,0.00080152694,6679.76123046875,0.003125,1070,0.0001,-0.19219733476638795,0.014283239841461182,0.2,13326.13349609375,-0.0013599510304629803
33829,216,538.0,9.4,213.16118882000004,2,0,27648,0.0026112064,5588.912109375,0.0109375,1075,0.0001,-0.19398515671491623,0.022306621074676514,0.2,11702.60615234375,-0.005021528899669647
33997,217,442.0,9.53,216.7775679,2,0,27776,0.00010656193,6159.3994140625,0.0,1080,0.0001,-0.2045166015625,-0.019338488578796387,0.2,12097.86923828125,-0.0018604115583002567
34162,218,442.0,9.49,216.81731149000004,2,0,27904,3.9745122e-05,6634.0078125,0.0,1085,0.0001,-0.19743989855051042,0.0011900067329406738,0.2,13087.03212890625,-0.0010115829296410083
34325,219,442.0,9.45,216.80781265000002,2,0,28032,0.00032531796,6397.28271484375,0.0015625,1090,0.0001,-0.18932498395442962,-0.002049088478088379,0.2,13047.0962890625,-0.001050853170454502
34493,220,538.0,9.33,213.55781265000002,2,0,28160,0.0007852926,6660.89892578125,0.0078125,1095,0.0001,-0.18601138293743133,0.00044596195220947266,0.2,13519.041015625,-0.0028401188552379607
34660,221,442.0,9.31,216.68172174,2,0,28288,0.00014676293,6702.73095703125,0.0,1100,0.0001,-0.19634909182786942,-0.002412557601928711,0.2,13131.79794921875,-0.002893277630209923
34824,222,650.0,9.13,220.33357022,2,0,28416,4.0689018e-05,6397.3115234375,0.0,1105,0.0001,-0.17957883030176164,0.029299557209014893,0.2,12581.2939453125,-0.0006119970232248307
34986,223,490.0,8.98,213.56095983,2,0,28544,6.56629e-06,6371.6103515625,0.0,1110,0.0001,-0.19363523572683333,0.0004845857620239258,0.2,12639.96767578125,-8.411537855863571e-05
35151,224,442.0,9.03,210.29380296999997,2,0,28672,0.00023943093,6559.123046875,0.0,1115,0.0001,-0.19960542768239975,-0.0009769201278686523,0.2,13372.05185546875,-0.004380027949810028
35313,225,650.0,8.88,199.73428160999995,2,0,28800,0.00024285028,6624.400390625,0.0,1120,0.0001,-0.20836131423711776,0.013477802276611328,0.2,13069.5869140625,-0.0015004822984337808
35476,226,626.0,9.01,199.62360339999998,2,0,28928,0.0024684966,6852.6552734375,0.0046875,1125,0.0001,-0.1793752133846283,-0.0024576187133789062,0.2,13012.59375,-0.005811029486358166
35645,227,442.0,9.24,205.49965896,2,0,29056,1.9259285e-05,5753.20556640625,0.0,1130,0.0001,-0.17767485082149506,-0.006513118743896484,0.2,11335.92802734375,-3.2459106296300885e-05
35814,228,650.0,9.16,202.20095072999996,2,0,29184,0.0012899744,5849.0771484375,0.00625,1135,0.0001,-0.21228526532649994,0.031384170055389404,0.2,11153.31025390625,-0.002239195303991437
35985,229,442.0,9.29,202.08491538000007,2,0,29312,0.00023597712,5932.6826171875,0.0,1140,0.0001,-0.2033002719283104,-0.0020374059677124023,0.2,11901.902734375,-0.002497002575546503
36148,230,626.0,9.43,205.12332982,2,0,29440,0.00089740474,5833.53466796875,0.003125,1145,0.0001,-0.20092302560806274,-0.00493621826171875,0.2,11933.11005859375,-0.0033850576728582382
36311,231,442.0,9.32,211.94796041000006,2,0,29568,0.0004883441,5633.09765625,0.0015625,1150,0.0001,-0.20719380378723146,0.02646327018737793,0.2,11220.31044921875,-0.0004478582181036472
36475,232,650.0,9.35,215.97139085999999,2,0,29696,0.00034466665,6068.94677734375,0.0,1155,0.0001,-0.19177584648132323,-0.002345561981201172,0.2,12310.0185546875,-0.0035109237767755987
36640,233,442.0,9.38,219.50585118000004,2,0,29824,0.0018864479,6017.76220703125,0.009375,1160,0.0001,-0.19058274924755098,-0.0008513927459716797,0.2,12275.3837890625,-0.004422217281535268
36803,234,522.0,9.24,219.61636705000004,2,0,29952,2.5827903e-05,6396.62060546875,0.0,1165,0.0001,-0.18249823451042174,0.002308070659637451,0.2,12622.60947265625,-0.00025193453766405585
36966,235,626.0,9.28,223.37757527999997,2,0,30080,0.0010799775,5847.2314453125,0.003125,1170,0.0001,-0.20735101252794266,-0.001784682273864746,0.2,11507.1439453125,-0.005249959882348776
37128,236,442.0,9.05,210.30785306,2,0,30208,0.0024224995,5563.37109375,0.01875,1175,0.0001,-0.21180574148893355,0.02399808168411255,0.2,11436.8146484375,-0.0011644603684544564
37295,237,442.0,8.81,207.13652953000002,2,0,30336,0.051070258,6565.0625,0.04241071428571429,1179,0.0001,-0.20290696833814895,-0.0002696514129638672,0.2,12538.310267857143,-0.021308753905551776
37456,238,626.0,8.84,207.11093429000005,2,0,30464,0.009316611,6289.0908203125,0.0203125,1184,0.0001,-0.1897568002343178,-0.0008189678192138672,0.2,12968.2861328125,-0.005168372392654419
37618,239,442.0,8.74,203.15022722,2,0,30592,0.00030922377,5726.93603515625,0.0046875,1189,0.0001,-0.18853356391191484,0.011577844619750977,0.2,11503.901171875,0.0010010743513703345
37777,240,650.0,8.71,199.79113631,2,0,30720,0.00052914675,6527.0029296875,0.0015625,1194,0.0001,-0.18565396666526796,-0.0007969141006469727,0.2,13221.39248046875,-0.004074127227067947
37941,241,442.0,8.65,196.26953055,2,0,30848,0.0010769092,5318.97900390625,0.003125,1199,0.0001,-0.20140755474567412,0.021720945835113525,0.2,10871.52744140625,-0.003935220092535019
38108,242,442.0,8.73,196.18605075,2,0,30976,0.004585739,5910.49560546875,0.0140625,1204,0.0001,-0.19655846506357194,0.003816843032836914,0.2,11912.2298828125,-0.009672920033335686
38274,243,626.0,8.92,206.18049519,2,0,31104,0.0013310867,5934.3359375,0.0109375,1209,0.0001,-0.19229344576597213,0.0010886788368225098,0.2,11921.2478515625,-0.0014852155931293965
38438,244,522.0,9.07,209.67173761000006,2,0,31232,2.4446286e-05,5929.755859375,0.0,1214,0.0001,-0.16477637737989426,-0.0010968446731567383,0.2,11654.08427734375,-0.000201420858502388
38603,245,626.0,9.15,206.47825782,2,0,31360,0.00018018205,6223.712890625,0.0,1219,0.0001,-0.18888670653104783,0.0020922422409057617,0.2,12114.5671875,-0.0033068486489355566
38768,246,442.0,9.23,207.07922272999997,2,0,31488,0.0005979133,5786.84326171875,0.0046875,1224,0.0001,-0.19585140347480773,0.000511467456817627,0.2,11574.34541015625,-0.0038057399913668634
38932,247,626.0,9.23,210.45220253,2,0,31616,0.0013589757,5389.6279296875,0.0078125,1229,0.0001,-0.1916884809732437,0.003643214702606201,0.2,10838.4044921875,-0.007830660603940488
39100,248,442.0,9.38,210.53898895000003,2,0,31744,0.0019689235,5925.18359375,0.0046875,1234,0.0001,-0.19409482181072235,-0.0010042190551757812,0.2,11856.2255859375,-0.007033268082886934
39264,249,490.0,9.22,207.31121117000006,2,0,31872,0.00010290509,4681.51904296875,0.0,1239,0.0001,-0.19817374795675277,0.0026586055755615234,0.2,10165.21220703125,-0.0027497555129230022
39432,250,538.0,9.23,210.40052430000003,2,0,32000,0.0012812861,5654.787109375,0.0078125,1244,0.0001,-0.18518949300050735,-0.0009670257568359375,0.2,11843.1857421875,-0.003909529559314251
39599,251,626.0,9.33,213.43123672000002,2,0,32128,0.00090977736,5518.609375,0.0046875,1249,0.0001,-0.17461061328649521,-0.0014935731887817383,0.2,11167.125390625,-0.0013743855990469456
39762,252,650.0,9.2,213.53477207000003,2,0,32256,0.00019940734,5177.2626953125,0.0,1254,0.0001,-0.18446440100669861,-0.004602789878845215,0.2,10371.42109375,-0.0010983527172356844
39928,253,538.0,9.22,219.73902938000003,2,0,32384,4.9666036e-05,5672.2314453125,0.0,1259,0.0001,-0.17783600836992264,0.0017887353897094727,0.2,10892.41484375,-8.987104520201683e-05
40095,254,490.0,9.44,219.58257514000002,2,0,32512,7.3512085e-05,5385.8212890625,0.0,1264,0.0001,-0.18016125708818437,0.006011784076690674,0.2,10814.13671875,-0.0008008865639567375
40256,255,442.0,9.47,219.59731872000003,2,0,32640,0.0011125803,4757.70458984375,0.00625,1269,0.0001,-0.19384749382734298,0.00023561716079711914,0.2,9600.25634765625,-0.004872921807691455
40420,256,442.0,9.44,222.54804022000008,2,0,32768,0.00011017127,5835.3203125,0.0,1274,0.0001,-0.1710810199379921,0.00933915376663208,0.2,11718.225390625,-0.002146965079009533
40582,257,442.0,9.44,222.58805854000005,2,0,32896,9.670155e-05,5433.63427734375,0.0,1279,0.0001,-0.16866373121738434,-0.0007791519165039062,0.2,11309.20068359375,-0.0022985067218542097
40749,258,442.0,9.37,222.63201279,2,0,33024,0.002289367,5593.962890625,0.00625,1284,0.0001,-0.18526250571012498,-0.0008932352066040039,0.2,11130.266015625,-0.003266272135078907
40911,259,626.0,9.44,222.55893587000003,2,0,33152,0.0010406808,5280.78076171875,0.0046875,1289,0.0001,-0.181580051779747,0.0007421374320983887,0.2,11073.174609375,-0.001911082398146391
41073,260,490.0,9.41,222.58787915000002,2,0,33280,0.00010676542,5115.07958984375,0.0,1294,0.0001,-0.18671726137399675,0.0010495781898498535,0.2,10445.14970703125,-0.0007957410532981157
41239,261,626.0,9.19,222.74913137000004,2,0,33408,0.0004714257,5374.81298828125,0.0,1299,0.0001,-0.19614056050777434,-0.00010311603546142578,0.2,10692.5435546875,-0.0007813618518412113
41406,262,650.0,9.3,225.97829803000002,2,0,33536,4.646834e-06,5463.7314453125,0.0,1304,0.0001,-0.17240605503320694,-0.0008559226989746094,0.2,10741.52734375,4.428091924637556e-05
41563,263,626.0,9.19,222.54734810000002,2,0,33664,1.2375414e-05,4910.63427734375,0.0,1309,0.0001,-0.1810424029827118,0.00020503997802734375,0.2,9946.68623046875,-0.0005205449648201466
41724,264,490.0,9.12,219.446552,2,0,33792,0.00019884668,5489.93408203125,0.0,1314,0.0001,-0.1882934793829918,-0.0008757114410400391,0.2,12535.46982421875,-0.002760479599237442
41888,265,442.0,9.01,215.80564290999996,2,0,33920,1.0511838e-05,5898.9208984375,0.0,1319,0.0001,-0.17429463118314742,-0.00040793418884277344,0.2,11612.36416015625,6.917472928762436e-05
42057,266,650.0,9.05,215.76959284000003,2,0,34048,0.00025125127,6072.21875,0.0,1324,0.0001,-0.18620240390300752,-0.0008662939071655273,0.2,11783.10859375,-0.004250711109489202
42224,267,442.0,8.87,209.70674047000003,2,0,34176,2.5493093e-05,4932.650390625,0.0,1329,0.0001,-0.17753758132457734,-1.9431114196777344e-05,0.2,10088.9236328125,-0.0003445956390351057
42389,268,442.0,8.91,209.66507380000002,2,0,34304,0.00039050728,6137.8359375,0.0015625,1334,0.0001,-0.18622310608625411,0.00041484832763671875,0.2,12117.8455078125,-0.0034952299669384957
42554,269,490.0,9.01,209.21090713999993,2,0,34432,0.0002919715,5421.7958984375,0.0,1339,0.0001,-0.18309426456689834,0.0003762245178222656,0.2,10556.3978515625,-0.0012806657701730727
42720,270,442.0,9.02,206.11278203999998,2,0,34560,0.00022734003,4070.743408203125,0.0,1344,0.0001,-0.20064397603273393,0.02389395236968994,0.2,9042.982080078125,-0.0007171114906668663
42886,271,442.0,9.07,205.82740598000004,2,0,34688,0.004862255,5978.0673828125,0.0109375,1349,0.0001,-0.1961389034986496,0.02111363410949707,0.2,12414.775390625,-0.008706250600516796
43050,272,538.0,9.16,205.73766239000005,2,0,34816,0.0027641756,5198.9541015625,0.009375,1354,0.0001,-0.17961636632680894,-0.0008362531661987305,0.2,10430.74208984375,-0.006813676189631223
43216,273,442.0,9.01,206.44990049000003,2,0,34944,2.3417175e-05,4854.17431640625,0.0,1359,0.0001,-0.16777191311120987,-0.0016636848449707031,0.2,9882.253125,0.0002924277447164059
43379,274,442.0,9.14,209.44525402000002,2,0,35072,0.0011385372,5429.19775390625,0.0046875,1364,0.0001,-0.15329874753952027,-0.000554203987121582,0.2,11045.17314453125,-0.00797276496887207
43546,275,442.0,9.19,212.51073266,2,0,35200,0.0001892019,5196.326171875,0.0,1369,0.0001,-0.16265364587306977,-0.00017964839935302734,0.2,10347.95419921875,0.00044361634645611047
43713,276,626.0,9.04,213.00438344999998,2,0,35328,0.00017328793,5361.71435546875,0.0,1374,0.0001,-0.163714762032032,0.005630791187286377,0.2,10392.32353515625,-0.0017408678308129311
43876,277,442.0,9.02,216.94986325,2,0,35456,2.4110079e-05,4826.86865234375,0.0,1379,0.0001,-0.16778861582279206,0.01615983247756958,0.2,9735.5654296875,-0.00014933315105736256
44046,278,490.0,9.12,215.44626962,2,0,35584,0.0012315786,5468.1044921875,0.00625,1384,0.0001,-0.17234667092561723,1.990795135498047e-05,0.2,11336.44716796875,-0.005167704354971647
44209,279,442.0,8.98,215.60545766000004,2,0,35712,0.00033235783,4885.58544921875,0.0015625,1389,0.0001,-0.16447749137878417,0.04146641492843628,0.2,9400.84892578125,-0.0034246789291501045
44380,280,650.0,9.07,218.71067988000001,2,0,35840,2.0867214e-05,5247.32421875,0.0,1394,0.0001,-0.16177847236394882,0.00033408403396606445,0.2,10442.05244140625,-0.00010920334607362747
44543,281,442.0,9.1,218.67734654999995,2,0,35968,9.5320866e-07,4881.74169921875,0.0,1399,0.0001,-0.148056198656559,0.001932382583618164,0.2,9910.66513671875,-1.649651676416397e-05
