time/time_elapsed,time/iterations,custom/max_height,rollout/ep_len_mean,rollout/ep_rew_mean,custom/current_screen,time/fps,time/total_timesteps,train/approx_kl,train/loss,train/clip_fraction,train/n_updates,train/learning_rate,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/policy_gradient_loss
44714,282,442.0,9.02,218.74840326000006,2,0,36096,0.0003052093,5173.9814453125,0.0015625,1404,0.0001,-0.15879687666893005,0.009144604206085205,0.2,10252.41123046875,-0.0016435002908110619
44880,283,650.0,8.94,215.74197468999998,2,0,36224,0.0001139231,5034.791015625,0.0,1409,0.0001,-0.1598423719406128,0.0003151893615722656,0.2,9945.63173828125,0.00012389207258820534
45044,284,442.0,9.07,215.89647469,2,0,36352,0.00015158532,4976.70556640625,0.0,1414,0.0001,-0.14647331237792968,7.718801498413086e-05,0.2,10513.22197265625,-0.0014173884876072407
45211,285,650.0,9.02,223.86979172000002,2,0,36480,0.00026768073,5567.78466796875,0.0,1419,0.0001,-0.16843604445457458,0.012167036533355713,0.2,10587.06640625,-0.0024398766458034516
45375,286,442.0,9.15,223.73014525000002,2,0,36608,1.5950762e-05,4675.07421875,0.0,1424,0.0001,-0.16596237272024156,0.01538383960723877,0.2,9286.8234375,-0.0005313178524374961
45539,287,442.0,9.21,223.66827657,2,0,36736,0.00030672178,4939.083984375,0.0015625,1429,0.0001,-0.1714504227042198,0.005664348602294922,0.2,9683.694921875,-0.00041958191432058813
45704,288,442.0,9.21,220.56027657,2,0,36864,3.210688e-05,4862.79833984375,0.0,1434,0.0001,-0.149370239675045,0.009895682334899902,0.2,9792.87509765625,4.624323919415474e-05
45868,289,626.0,9.2,217.18170514000005,2,0,36992,0.00018422492,5423.8291015625,0.0,1439,0.0001,-0.14793847650289535,0.00034540891647338867,0.2,10834.02890625,-0.0027853474952280522
46033,290,442.0,9.27,213.98128090000003,2,0,37120,0.0010277545,4577.58837890625,0.0046875,1444,0.0001,-0.1613078847527504,-0.0007942914962768555,0.2,9380.72626953125,-0.005043761618435383
46205,291,490.0,9.32,215.94006878,2,0,37248,0.0003797589,5045.4423828125,0.0015625,1449,0.0001,-0.14547042399644852,-0.0001614093780517578,0.2,10273.280859375,-0.0041253332979977134
46370,292,650.0,9.31,218.99400715000004,2,0,37376,0.00062242756,4187.30908203125,0.003125,1454,0.0001,-0.1689281716942787,0.07272392511367798,0.2,8174.869287109375,-0.0022841067053377627
46532,293,442.0,9.26,219.02817021000007,2,0,37504,0.0008080541,4424.44775390625,0.00625,1459,0.0001,-0.1542953744530678,0.0005636811256408691,0.2,8868.0296875,-0.0005043687298893929
46699,294,442.0,9.04,215.90032028000005,2,0,37632,8.564489e-05,4865.4306640625,0.0,1464,0.0001,-0.15693241357803345,0.004716336727142334,0.2,9717.2310546875,-0.0007248325273394585
46863,295,538.0,9.03,215.02502113999995,2,0,37760,0.0015778104,5401.52001953125,0.009375,1469,0.0001,-0.14360544681549073,0.00048023462295532227,0.2,10482.2353515625,-0.006730023212730885
47028,296,538.0,8.96,211.97614813000004,2,0,37888,0.00015621074,6900.05078125,0.0,1474,0.0001,-0.16360632777214051,0.00013053417205810547,0.2,12208.05732421875,-0.0011639913078397512
47198,297,442.0,8.9,215.16546126,2,0,38016,0.0015992201,5612.65283203125,0.009375,1479,0.0001,-0.1458841398358345,0.00022101402282714844,0.2,10523.09912109375,-0.006457173731178045
47360,298,442.0,8.71,213.03611782,2,0,38144,9.343494e-06,4825.15771484375,0.0,1484,0.0001,-0.14498644918203354,0.01754605770111084,0.2,9649.89990234375,-0.00013370858505368233
47526,299,650.0,8.61,213.14365750000005,2,0,38272,0.00026147626,5007.43115234375,0.0015625,1489,0.0001,-0.13994653150439262,-0.0005207061767578125,0.2,10067.88232421875,-0.004680238477885723
47698,300,650.0,8.88,213.02760221999998,2,0,38400,7.770769e-05,4537.24365234375,0.0,1494,0.0001,-0.16177804172039031,0.002645134925842285,0.2,9295.746484375,5.305837839841843e-06
47872,301,626.0,9.08,208.82052285,2,0,38528,0.0014987513,4802.322265625,0.0046875,1499,0.0001,-0.1702103868126869,0.005966782569885254,0.2,9019.32666015625,-0.00411016596481204
48041,302,442.0,9.14,209.67082198999992,2,0,38656,2.4076551e-05,4941.38037109375,0.0,1504,0.0001,-0.1614619106054306,0.06084334850311279,0.2,10715.90439453125,-0.0011304755695164203
48205,303,490.0,9.26,216.04750885,2,0,38784,4.917709e-05,4810.5712890625,0.0,1509,0.0001,-0.14113403484225273,0.00035566091537475586,0.2,10297.8625,-0.0014614826999604703
48369,304,490.0,9.1,209.45861996,2,0,38912,3.4774654e-05,4518.8896484375,0.0,1514,0.0001,-0.14990773051977158,0.00016671419143676758,0.2,9188.74521484375,-0.0009530690731480718
48536,305,490.0,9.28,212.50028663,2,0,39040,0.0056588734,5161.60302734375,0.0109375,1519,0.0001,-0.14183479845523833,-0.0009317398071289062,0.2,9968.78505859375,-0.013077606540173292
48700,306,538.0,9.34,209.13798504999994,2,0,39168,0.0015536589,3908.9375,0.0125,1524,0.0001,-0.15418282598257066,0.01412951946258545,0.2,8358.272509765626,-0.0017215143889188766
48868,307,442.0,9.39,209.71109616,2,0,39296,0.00037313672,5425.8115234375,0.0015625,1529,0.0001,-0.14376861304044725,0.03988593816757202,0.2,10254.59609375,-0.00427366690710187
49031,308,650.0,9.13,213.91990902999999,2,0,39424,0.0006525535,4532.76123046875,0.003125,1534,0.0001,-0.15978898853063583,0.052770912647247314,0.2,9062.23564453125,-0.0031007847748696802
49199,309,490.0,9.13,217.02711538000003,2,0,39552,0.00065027643,4531.67236328125,0.003125,1539,0.0001,-0.12205848470330238,0.0021678805351257324,0.2,9022.22021484375,8.740425109863282e-05
49370,310,442.0,9.09,217.08065074,2,0,39680,0.00016615819,3956.603271484375,0.0,1544,0.0001,-0.1295992597937584,-3.361701965332031e-05,0.2,8444.29150390625,-0.0014086988754570483
49535,311,626.0,9.15,220.39731741000003,2,0,39808,0.0005699117,4548.92919921875,0.003125,1549,0.0001,-0.1366318553686142,0.019901037216186523,0.2,9168.821875,-0.0006501276046037674
49700,312,442.0,9.08,224.01676185,2,0,39936,0.0013809251,4468.8203125,0.009375,1554,0.0001,-0.1368918940424919,0.0004139542579650879,0.2,8953.61923828125,-0.0007714305073022842
49864,313,442.0,9.06,227.32787295999998,2,0,40064,7.475354e-05,4647.70556640625,0.0,1559,0.0001,-0.12104385793209076,0.0065653324127197266,0.2,9154.96787109375,-0.0002114695031195879
50035,314,442.0,8.96,230.07612937000002,2,0,40192,4.642876e-05,4441.5595703125,0.0,1564,0.0001,-0.12855911552906035,0.0005866289138793945,0.2,8763.85673828125,-0.00029160461854189635
50199,315,490.0,9.02,226.65668493,2,0,40320,6.531831e-06,4437.1728515625,0.0,1569,0.0001,-0.13298935070633888,-0.058264970779418945,0.2,8711.54150390625,-0.00018800059333443642
50366,316,650.0,8.93,223.53757382000003,2,0,40448,0.007606017,3804.77783203125,0.021875,1574,0.0001,-0.14648046642541884,0.06166064739227295,0.2,8059.52451171875,-0.010484664421528577
50531,317,442.0,8.95,219.73201826000002,2,0,40576,0.009477355,4235.23388671875,0.0109375,1579,0.0001,-0.11784876063466072,0.00017404556274414062,0.2,8700.3720703125,-0.006608561100438237
50692,318,650.0,8.95,213.01459402000003,2,0,40704,0.0077380817,4927.18212890625,0.01875,1584,0.0001,-0.12949048355221748,-0.008386611938476562,0.2,9507.51669921875,-0.012642689794301987
50859,319,442.0,8.96,213.00903847,2,0,40832,0.0006085839,4524.72412109375,0.00625,1589,0.0001,-0.12877471148967742,-0.0020139217376708984,0.2,8930.23173828125,-0.004323480185121298
51025,320,538.0,9.03,212.95764958000004,2,0,40960,0.00029357895,4412.7490234375,0.0,1594,0.0001,-0.13259420692920684,0.00687485933303833,0.2,8781.0080078125,-7.195300422608852e-05
51190,321,442.0,8.95,206.13383761,2,0,41088,1.2876466e-05,4075.548828125,0.0,1599,0.0001,-0.12471212446689606,0.045409977436065674,0.2,8032.29541015625,-0.0003235132433474064
51353,322,650.0,8.96,209.46919114,2,0,41216,0.0018667397,4714.10693359375,0.00625,1604,0.0001,-0.12868455573916435,-0.0003954172134399414,0.2,10659.68525390625,-0.006705579161643982
51517,323,442.0,9.09,212.14604035,2,0,41344,0.0001621861,4116.14990234375,0.0,1609,0.0001,-0.12510909736156464,0.0019987821578979492,0.2,7879.939892578125,-0.0007136306259781123
51687,324,442.0,9.25,208.79055318,2,0,41472,0.0001138621,3957.017822265625,0.0,1614,0.0001,-0.1280131496489048,0.11531537771224976,0.2,7891.883544921875,-0.0007963933050632477
51855,325,538.0,9.32,219.23853297999997,2,0,41600,0.00019081496,4539.75390625,0.0,1619,0.0001,-0.13711031749844552,0.11201250553131104,0.2,8719.6275390625,-0.0013675274327397346
52021,326,442.0,9.31,219.25242187000003,2,0,41728,0.0003452371,4104.6748046875,0.0,1624,0.0001,-0.12940092831850053,0.001299440860748291,0.2,8139.359619140625,-0.0016795415431261063
52188,327,442.0,9.28,219.27523933,2,0,41856,0.0018636859,4226.9716796875,0.0125,1629,0.0001,-0.1339693397283554,0.0048525333404541016,0.2,8493.9380859375,-0.004572936799377203
52346,328,490.0,9.26,218.66025953,2,0,41984,0.00014531286,4063.81689453125,0.0,1634,0.0001,-0.11814123243093491,0.007129669189453125,0.2,8219.594287109376,-0.002033504797145724
52510,329,442.0,9.29,222.38879488000006,2,0,42112,0.00019234419,4962.0302734375,0.0,1639,0.0001,-0.11502639427781106,-0.0008946657180786133,0.2,9233.5810546875,-0.0030197682790458202
52679,330,442.0,9.31,222.39831868999997,2,0,42240,1.5909784e-05,4175.25634765625,0.0,1644,0.0001,-0.11262144893407822,0.002146124839782715,0.2,8035.82470703125,-8.434623014181852e-05
52848,331,442.0,9.08,223.09088162000003,2,0,42368,4.068995e-05,3897.493408203125,0.0,1649,0.0001,-0.1332869715988636,-0.09837973117828369,0.2,7987.481005859375,-0.0010241777170449495
53013,332,442.0,9.09,223.06508796000003,2,0,42496,0.00036820816,4770.8125,0.0,1654,0.0001,-0.13876609206199647,-0.001660466194152832,0.2,9424.98583984375,-0.002817142568528652
53177,333,442.0,9.13,219.28869907,2,0,42624,0.00015419722,3854.089599609375,0.0,1659,0.0001,-0.12909776866436004,0.006265759468078613,0.2,8151.67587890625,0.0013827040791511535
53343,334,650.0,9.07,219.34782606000002,2,0,42752,0.00040964456,4270.39697265625,0.0015625,1664,0.0001,-0.1373710036277771,-0.008103489875793457,0.2,9212.8779296875,-0.003019565111026168
53505,335,442.0,9.07,219.73469475000002,2,0,42880,0.00010277191,3878.066650390625,0.0,1669,0.0001,-0.11947720050811768,0.003086686134338379,0.2,7939.020166015625,-0.0017544575966894627
53671,336,442.0,9.05,219.77080586000002,2,0,43008,0.0026737484,4604.34765625,0.015625,1674,0.0001,-0.12591899037361146,-0.0008391141891479492,0.2,8459.69375,-0.01389279868453741
53832,337,626.0,9.05,219.73830225000006,2,0,43136,0.0003545247,3871.307373046875,0.003125,1679,0.0001,-0.12074332386255264,0.006264686584472656,0.2,7844.8947265625,-0.0010672511532902717
53996,338,442.0,9.05,222.86015506,2,0,43264,0.0021670125,3642.451416015625,0.009375,1684,0.0001,-0.1365830421447754,0.0009232163429260254,0.2,7388.68818359375,-0.003742467798292637
54160,339,442.0,9.02,219.50866113,2,0,43392,0.00062277634,3944.9345703125,0.0015625,1689,0.0001,-0.13252353221178054,0.02909642457962036,0.2,8109.211572265625,-0.0008002100395970047
54325,340,442.0,9.04,223.21560557,2,0,43520,0.008648928,4064.945068359375,0.0140625,1694,0.0001,-0.1267746590077877,0.005807220935821533,0.2,7683.1310546875,-0.008417554758489132
54491,341,442.0,9.1,223.16560557000005,2,0,43648,0.00016852748,3676.7998046875,0.0,1699,0.0001,-0.13358554542064666,0.0036529898643493652,0.2,7679.825830078125,-0.0013892887160181998
54656,342,442.0,9.15,223.32873068000004,2,0,43776,0.00020852452,3837.323974609375,0.0,1704,0.0001,-0.13557147309184076,0.007547914981842041,0.2,7559.963818359375,-0.0016222097910940647
54819,343,650.0,9.08,216.68908422,2,0,43904,0.0009754333,3964.839111328125,0.0046875,1709,0.0001,-0.11795446425676345,0.005883455276489258,0.2,7761.729052734375,-0.004515788052231073
54982,344,442.0,9.02,216.76761958000003,2,0,44032,0.0003612917,4811.1298828125,0.0015625,1714,0.0001,-0.11368102878332138,-0.0010124444961547852,0.2,9195.67548828125,-0.0039728968404233456
55151,345,442.0,8.94,216.84896879000004,2,0,44160,1.4948659e-05,3847.236572265625,0.0,1719,0.0001,-0.10006584599614143,0.0019804835319519043,0.2,7751.345166015625,0.0002121563535183668
55316,346,538.0,8.94,220.21514526,2,0,44288,0.00012348592,3913.4521484375,0.0,1724,0.0001,-0.11916534528136254,0.007602393627166748,0.2,7926.70322265625,-0.0003361800452694297
55481,347,442.0,8.9,220.25403414999997,2,0,44416,0.0002437844,3711.4873046875,0.0,1729,0.0001,-0.10777444541454315,0.0015459060668945312,0.2,7520.950341796875,-0.002812940627336502
55646,348,626.0,8.91,220.23379605000005,2,0,44544,0.00051042857,3806.107666015625,0.003125,1734,0.0001,-0.11521672904491424,0.012088179588317871,0.2,7764.254541015625,-0.0011132593266665936
55813,349,442.0,8.87,223.44769114000002,2,0,44672,0.0019250973,3492.34375,0.0078125,1739,0.0001,-0.12579609975218772,0.0025792717933654785,0.2,7010.19658203125,-0.0033288387581706046
55975,350,490.0,8.9,230.13102447000006,2,0,44800,0.00024015829,3675.20703125,0.0015625,1744,0.0001,-0.107118059694767,0.00724416971206665,0.2,7529.872412109375,-0.0011612148256972433
56133,351,442.0,8.97,230.041378,2,0,44928,0.00029273238,3782.239013671875,0.0015625,1749,0.0001,-0.09815179333090782,0.0015215873718261719,0.2,7382.840771484375,-0.00017239367589354514
56295,352,442.0,9.05,229.94617598000002,2,0,45056,0.0008099647,3698.147705078125,0.00625,1754,0.0001,-0.11056572571396828,0.0028427839279174805,0.2,7297.687109375,-0.0008326292503625154
56462,353,626.0,9.04,226.82706487000004,2,0,45184,0.00017789984,3627.6201171875,0.0,1759,0.0001,-0.1139552690088749,0.01066446304321289,0.2,7310.392919921875,-0.000750994123518467
56625,354,442.0,9.02,226.85484265000002,2,0,45312,0.0007596696,4739.81103515625,0.00625,1764,0.0001,-0.10838432013988494,0.00032198429107666016,0.2,8546.376318359375,-0.00414920998737216
56793,355,490.0,8.98,226.88543427999997,2,0,45440,4.7081616e-05,3721.603759765625,0.0,1769,0.0001,-0.11118741035461426,0.004965007305145264,0.2,7419.74833984375,-0.0004121097968891263
56957,356,626.0,9.0,226.85487872000002,2,0,45568,6.5256376e-05,3612.427978515625,0.0,1774,0.0001,-0.10566122978925704,0.0024190545082092285,0.2,7061.33984375,-0.00034026429057121277
57126,357,650.0,8.94,223.73295376,2,0,45696,4.396308e-06,3494.67333984375,0.0,1779,0.0001,-0.11218658313155175,0.001910090446472168,0.2,7083.13408203125,1.4402437955141068e-05
57296,358,442.0,8.98,223.72309042000003,2,0,45824,0.0002204855,3559.941650390625,0.0,1784,0.0001,-0.10590129047632217,0.0005576610565185547,0.2,7141.93994140625,-0.005760736484080553
57459,359,650.0,8.99,223.73773689,2,0,45952,0.0014618887,3444.870849609375,0.009375,1789,0.0001,-0.11984964162111282,0.03810596466064453,0.2,6728.693994140625,-0.0007801471278071403
57624,360,650.0,9.04,226.81164598000007,2,0,46080,0.00021617673,3210.218505859375,0.0,1794,0.0001,-0.10168697834014892,0.0021654367446899414,0.2,6596.105322265625,-0.0002589374780654907
57786,361,650.0,9.07,226.77831264999998,2,0,46208,5.578529e-05,3405.996826171875,0.0,1799,0.0001,-0.10937868282198906,0.0044258832931518555,0.2,6729.605810546875,-0.00010173171758651734
57952,362,650.0,9.1,226.74018134000002,2,0,46336,6.74827e-05,3307.76953125,0.0,1804,0.0001,-0.09016449227929116,0.00474017858505249,0.2,6752.057470703125,-0.0014948174357414246
58115,363,650.0,9.04,223.05482780999998,2,0,46464,0.0011170539,3363.174072265625,0.003125,1809,0.0001,-0.11456140652298927,0.002519667148590088,0.2,6597.118798828125,-0.00498083746060729
58279,364,538.0,9.15,226.13230833,2,0,46592,0.00027431967,4467.91064453125,0.0015625,1814,0.0001,-0.10655204802751542,-0.0006402730941772461,0.2,8291.043603515625,-0.005397688876837492
58450,365,442.0,9.13,225.75265147000005,2,0,46720,0.00047627697,3352.06298828125,0.0015625,1819,0.0001,-0.11280424147844315,0.004635751247406006,0.2,6637.023583984375,-0.0022663313429802656
58617,366,490.0,9.09,225.76654035000004,2,0,46848,0.00084531726,3087.89013671875,0.0046875,1824,0.0001,-0.12981827333569526,0.05172759294509888,0.2,6420.99775390625,-0.0025438481010496617
58783,367,442.0,9.1,222.72874237,2,0,46976,0.00014579482,3382.6435546875,0.0,1829,0.0001,-0.12016789242625237,0.004787623882293701,0.2,6755.167041015625,-0.0012154828757047654
58943,368,442.0,9.12,216.44885348,2,0,47104,0.0006305678,3865.563720703125,0.0046875,1834,0.0001,-0.11259314492344856,0.005309343338012695,0.2,8873.97724609375,-0.0037409331649541854
59109,369,650.0,9.16,216.43341336,2,0,47232,0.006636047,4540.4384765625,0.015625,1839,0.0001,-0.11978204473853112,0.000415802001953125,0.2,9443.5380859375,-0.009781819861382246
59279,370,442.0,9.29,220.07422533000005,2,0,47360,0.00061356183,3054.24951171875,0.0015625,1844,0.0001,-0.12116352021694184,0.010420083999633789,0.2,6175.461962890625,-0.0002658151090145111
59447,371,650.0,9.19,216.82776067999998,2,0,47488,0.00055391574,3098.527587890625,0.003125,1849,0.0001,-0.10816465541720391,0.008652925491333008,0.2,6221.05849609375,-0.0031824436504393817
59613,372,442.0,9.26,217.16991246,2,0,47616,0.00019882014,4433.826171875,0.0015625,1854,0.0001,-0.0982070542871952,-0.0008742809295654297,0.2,7811.860595703125,-0.002614787546917796
59778,373,650.0,9.18,213.86915489000006,2,0,47744,0.0003047213,3315.720703125,0.0015625,1859,0.0001,-0.10237810388207436,0.04144763946533203,0.2,6350.654736328125,-0.0031434647738933564
59940,374,626.0,9.18,216.88826600000002,2,0,47872,0.0006881836,3010.776611328125,0.0046875,1864,0.0001,-0.0981120727956295,0.0013511180877685547,0.2,6593.833251953125,-0.006402148958295583
60109,375,538.0,9.21,223.12291679000006,2,0,48000,0.00096853403,3175.89111328125,0.003125,1869,0.0001,-0.09851587936282158,0.004314899444580078,0.2,6264.1115234375,-0.0028830664232373238
60279,376,442.0,9.11,223.20780135000004,2,0,48128,0.005252018,3030.446044921875,0.0078125,1874,0.0001,-0.10754076391458511,0.005041003227233887,0.2,6148.979638671875,-0.004772006347775459
60449,377,650.0,8.97,223.34198938000006,2,0,48256,0.002299117,3363.4775390625,0.0078125,1879,0.0001,-0.10474099218845367,0.04472464323043823,0.2,6662.70048828125,-0.0009171946905553341
60616,378,650.0,9.03,223.49989847,2,0,48384,2.3050234e-07,3224.76171875,0.0,1884,0.0001,-0.0940388135612011,0.007179319858551025,0.2,6336.56455078125,-2.147294580936432e-05
60779,379,442.0,8.93,223.55358002000006,2,0,48512,7.315865e-05,4102.7529296875,0.0,1889,0.0001,-0.09556898847222328,0.004036307334899902,0.2,7578.990087890625,-0.0017534520477056504
60947,380,650.0,8.96,226.92100426000002,2,0,48640,4.0530227e-05,3300.718994140625,0.0,1894,0.0001,-0.09593847915530204,0.004937112331390381,0.2,6490.792724609375,-8.296738378703594e-05
61111,381,538.0,8.87,227.03489315,2,0,48768,5.0133094e-06,2945.84619140625,0.0,1899,0.0001,-0.0960160180926323,0.0010175108909606934,0.2,6196.89609375,-0.0001059558242559433
61279,382,490.0,8.86,227.03013125,2,0,48896,3.5515055e-05,3166.691162109375,0.0,1904,0.0001,-0.09882521480321885,6.03795051574707e-05,0.2,6387.74111328125,-6.513316184282303e-05
61443,383,442.0,8.88,227.01068680999998,2,0,49024,8.006953e-05,3017.117431640625,0.0,1909,0.0001,-0.08851052075624466,3.039836883544922e-06,0.2,6025.5771484375,-0.0021999502321705224
61603,384,442.0,8.92,220.47490903000002,2,0,49152,2.131518e-05,3361.337158203125,0.0,1914,0.0001,-0.09162180572748184,0.000273287296295166,0.2,6546.158447265625,-0.0005822858773171901
61770,385,442.0,8.94,223.58558969,2,0,49280,0.0012688781,4148.82763671875,0.0046875,1919,0.0001,-0.0906641036272049,-3.6954879760742188e-06,0.2,8814.35107421875,-0.004204032570123672
61935,386,650.0,9.02,223.49670079999999,2,0,49408,1.6885344e-05,2959.330078125,0.0,1924,0.0001,-0.09712024703621865,0.006261169910430908,0.2,6139.80439453125,-0.00038599353283643725
62098,387,490.0,8.97,220.16058969000002,2,0,49536,1.0827556e-05,2845.144287109375,0.0,1929,0.0001,-0.10957034230232239,0.000148773193359375,0.2,5691.2388671875,-9.648976847529412e-05
62267,388,650.0,9.02,220.11529055000003,2,0,49664,0.0060799406,3257.574951171875,0.0046875,1934,0.0001,-0.10219669491052627,0.003859579563140869,0.2,6517.311474609375,-0.008138725534081459
62432,389,490.0,8.98,220.15973499000003,2,0,49792,2.3967586e-06,2844.397216796875,0.0,1939,0.0001,-0.09686211943626404,0.00026702880859375,0.2,5875.01796875,2.4968571960926055e-05
62595,390,538.0,9.01,220.12842186,2,0,49920,4.6612695e-07,3014.987548828125,0.0,1944,0.0001,-0.09334914460778236,7.134675979614258e-05,0.2,6052.408740234375,-1.5704799443483354e-05
62759,391,490.0,9.04,226.58758736000007,2,0,50048,8.866191e-07,2830.08056640625,0.0,1949,0.0001,-0.08051509782671928,1.1265277862548828e-05,0.2,5899.55341796875,-6.4103864133358005e-06
62926,392,538.0,8.91,223.33844206,2,0,50176,0.0038251122,2891.958984375,0.00625,1954,0.0001,-0.10433012917637825,0.0026018619537353516,0.2,5710.0666015625,-0.0033274611458182337
63091,393,626.0,8.88,223.37925403,2,0,50304,0.0024178186,2828.711669921875,0.009375,1959,0.0001,-0.08861713632941245,-2.4080276489257812e-05,0.2,6404.174169921875,-0.0079586548730731
63259,394,442.0,8.89,226.75233095,2,0,50432,1.6272534e-05,2703.452392578125,0.0,1964,0.0001,-0.0994173265993595,0.003037750720977783,0.2,5702.347900390625,-0.0001644490286707878
63424,395,626.0,8.89,226.75510873000002,2,0,50560,5.7280995e-06,2955.471435546875,0.0,1969,0.0001,-0.09022199586033822,0.0004239678382873535,0.2,5901.648095703125,-0.00013859467580914497
63591,396,490.0,8.88,222.99121984,2,0,50688,2.4009496e-05,2940.297119140625,0.0,1974,0.0001,-0.09286405816674233,2.9027462005615234e-05,0.2,5916.78447265625,-4.9237441271543506e-05
63759,397,650.0,8.84,223.03086629999999,2,0,50816,0.006459713,3289.147705078125,0.0203125,1979,0.0001,-0.1046353429555893,-1.5497207641601562e-05,0.2,7271.390576171875,-0.009268538188189268
63922,398,650.0,8.73,219.76303413000005,2,0,50944,0.0022391807,2797.2724609375,0.0046875,1984,0.0001,-0.09725502878427505,7.796287536621094e-05,0.2,5608.863720703125,-0.0018006565049290657
64090,399,442.0,8.84,223.02894322000003,2,0,51072,0.00042924704,3329.732421875,0.003125,1989,0.0001,-0.08764724284410477,3.6835670471191406e-05,0.2,6446.034521484375,-0.00708526112139225
64258,400,442.0,8.85,219.92813125,2,0,51200,0.00015007937,2950.772216796875,0.0,1994,0.0001,-0.09174083396792412,0.0007568001747131348,0.2,5748.207275390625,4.788171499967575e-05
64429,401,626.0,8.99,216.22548478999997,2,0,51328,0.00068964437,3848.3076171875,0.0046875,1999,0.0001,-0.08922000229358673,1.3530254364013672e-05,0.2,7386.820947265625,-0.003301142994314432
64596,402,490.0,9.06,213.06191336,2,0,51456,0.00069513265,4070.447265625,0.0078125,2004,0.0001,-0.12367259338498116,0.07581770420074463,0.2,8127.317529296875,-0.000768660381436348
64762,403,626.0,9.13,216.74802447000002,2,0,51584,0.00039216643,3101.335205078125,0.0015625,2009,0.0001,-0.0862073078751564,-1.823902130126953e-05,0.2,6483.1337890625,-0.003329258831217885
64928,404,442.0,9.12,216.76191335999997,2,0,51712,1.2348406e-05,2649.00146484375,0.0,2014,0.0001,-0.09048973470926285,-0.00016224384307861328,0.2,5477.37890625,9.633079171180725e-05
65096,405,442.0,9.16,216.72024669,2,0,51840,2.514571e-08,2816.563720703125,0.0,2019,0.0001,-0.08612674400210381,0.0010272860527038574,0.2,5678.59189453125,5.708355456590653e-06
65259,406,626.0,9.17,220.09044870999998,2,0,51968,5.5353157e-06,2709.16552734375,0.0,2024,0.0001,-0.09088038802146911,-0.11575126647949219,0.2,5530.204541015625,-0.0001430124044418335
65426,407,442.0,9.16,223.17822649000001,2,0,52096,0.0018042186,2684.1298828125,0.0046875,2029,0.0001,-0.08346063867211342,-0.0003199577331542969,0.2,5604.839892578125,-0.0019388624466955661
65586,408,650.0,9.03,226.87253962,2,0,52224,9.127893e-06,2823.94873046875,0.0,2034,0.0001,-0.0798462375998497,-0.0006524324417114258,0.2,5625.76748046875,-0.00019082054495811462
65750,409,626.0,9.02,229.95555549,2,0,52352,0.000277441,2564.37646484375,0.003125,2039,0.0001,-0.08929575085639954,0.00014269351959228516,0.2,5211.427587890625,-0.00027926228940486906
65919,410,538.0,8.96,230.03611105000004,2,0,52480,3.236346e-07,2509.40673828125,0.0,2044,0.0001,-0.0767617553472519,-0.00025725364685058594,0.2,5162.401513671875,-2.5665760040283204e-05
66085,411,626.0,9.0,229.99166660999998,2,0,52608,0.0035251905,2610.48828125,0.021875,2049,0.0001,-0.09614397808909417,-0.00014865398406982422,0.2,5439.813427734375,-0.003974374011158943
66252,412,538.0,9.1,229.95753963000004,2,0,52736,4.5338646e-05,2662.51611328125,0.0,2054,0.0001,-0.08621601089835167,-0.00018548965454101562,0.2,5176.15009765625,-6.222492083907128e-06
66421,413,538.0,9.15,229.92698408000004,2,0,52864,0.0006138724,2330.85693359375,0.0046875,2059,0.0001,-0.10457689762115478,0.0321081280708313,0.2,4913.351513671875,-0.0042369566857814785
66582,414,490.0,9.18,229.88531741000003,2,0,52992,0.00050419755,2477.3623046875,0.003125,2064,0.0001,-0.10288008153438569,0.0002453923225402832,0.2,5036.3087890625,-0.0010699798353016377
66748,415,442.0,9.12,226.84953963000004,2,0,53120,1.748139e-05,2450.72265625,0.0,2069,0.0001,-0.0927127368748188,3.170967102050781e-05,0.2,5163.85751953125,-0.00017239153385162354
66914,416,538.0,9.07,226.91342852000002,2,0,53248,0.00032377662,4003.575927734375,0.003125,2074,0.0001,-0.07693655714392662,-3.0994415283203125e-06,0.2,7485.330908203125,-0.0029514512047171594
67084,417,442.0,9.11,226.85509518000003,2,0,53376,4.1043386e-06,2628.24755859375,0.0,2079,0.0001,-0.08517505526542664,-7.104873657226562e-05,0.2,5139.502490234375,-0.00011153481900691987
67246,418,650.0,9.12,226.83767092999997,2,0,53504,5.929731e-06,2580.781005859375,0.0,2084,0.0001,-0.09503058642148972,0.000980079174041748,0.2,5231.162109375,-6.094202399253845e-05
67412,419,650.0,8.86,220.25513125,2,0,53632,0.00024579093,2402.997314453125,0.0,2089,0.0001,-0.0963479995727539,-0.00010216236114501953,0.2,4817.308349609375,-0.0006128234788775444
67577,420,442.0,8.79,220.30790902000004,2,0,53760,0.018295305,3188.6416015625,0.028125,2094,0.0001,-0.10299308970570564,-3.921985626220703e-05,0.2,5953.736572265625,-0.020824059285223483
67742,421,650.0,8.76,220.34957569,2,0,53888,3.10787e-05,2520.62939453125,0.0,2099,0.0001,-0.08031570985913276,-0.0001900196075439453,0.2,5175.151416015625,6.716810166835785e-05
67905,422,538.0,8.74,223.49487728,2,0,54016,5.560508e-05,2397.87890625,0.0,2104,0.0001,-0.08638386726379395,-0.00010132789611816406,0.2,5026.15263671875,-0.0008947245776653289
