rollout/ep_rew_mean,custom/current_screen,time/time_elapsed,time/iterations,time/total_timesteps,time/fps,rollout/ep_len_mean,custom/max_height,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/approx_kl,train/loss,train/value_loss,train/learning_rate
-33.18054535416667,41,336,1,256,0,5.291666666666667,14490.0,,,,,,,,,,
-8.551031681318682,41,683,2,512,0,5.527472527472527,14690.0,-0.0010203123092651367,5,-0.024348909221589565,-0.6333556920289993,0.12421875,0.2,0.01480888,15712.2314453125,31912.68720703125,0.0001
27.169655380000005,41,996,3,768,0,5.99,14546.0,0.00013756752014160156,10,-0.005060601886361838,-0.6206165730953217,0.0203125,0.2,0.002059681,14060.625,29618.460546875,0.0001
16.97319318,41,1365,4,1024,0,6.04,14690.0,0.0006858110427856445,15,-0.007915837550535798,-0.6132741183042526,0.03359375,0.2,0.007922627,14499.5234375,29270.80634765625,0.0001
31.006330979999998,41,1677,5,1280,0,6.32,14546.0,0.0009302496910095215,20,-0.015958332689478993,-0.647129213809967,0.053125,0.2,0.0073507316,15819.23828125,31979.26552734375,0.0001
22.44602089,41,2017,6,1536,0,6.1,14442.0,0.0021296143531799316,25,-0.01306167896836996,-0.6367009878158569,0.06328125,0.2,0.016359985,13173.7451171875,27562.155859375,0.0001
45.27283472999999,41,2338,7,1792,0,6.62,14442.0,0.0018194913864135742,30,-0.01069015609100461,-0.6297171294689179,0.05703125,0.2,0.008666376,15935.126953125,31146.6392578125,0.0001
