custom/max_height,time/fps,time/total_timesteps,custom/current_screen,time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/loss,train/approx_kl,train/learning_rate,train/entropy_loss,train/clip_range,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/n_updates
9994.0,2,30720,28,15,75.5,11262,146.61404273,660.1746215820312,0.00066719577,0.0001,-0.09656536336988211,0.2,2214.3644020080565,-0.0009679494920419529,0.0099609375,0.1568712592124939,335
9778.0,2,32768,28,16,75.59,12026,137.54333196999997,801.6585693359375,0.0009867785,0.0001,-0.09927365814801306,0.2,2622.895233154297,-0.0005198199854930863,0.01103515625,0.15947717428207397,340
9794.0,2,34816,28,17,73.53,12802,153.24934516,1343.2607421875,0.00055806804,0.0001,-0.10360278855077923,0.2,2424.113807296753,-0.001793673384236172,0.00888671875,0.19912022352218628,345
9794.0,2,36864,28,18,73.77,13561,151.34715698999997,742.47705078125,0.0010483281,0.0001,-0.0995528424391523,0.2,1277.597572517395,-0.0015695293492171913,0.00927734375,0.3885382413864136,350
9778.0,2,38912,28,19,71.57,14313,143.35879108,1309.455078125,0.00063870265,0.0001,-0.10073255454190075,0.2,1981.375757598877,-0.0009360491938423365,0.0046875,0.14617615938186646,355
9794.0,2,40960,28,20,73.21,15112,127.91305798000002,1170.745849609375,0.0005421613,0.0001,-0.09767005813773721,0.2,2599.445099258423,-0.0007420832844218239,0.00546875,0.1856379508972168,360
9794.0,2,43008,28,21,76.16,15868,107.25994179,1974.4244384765625,0.0007967288,0.0001,-0.10109748470131308,0.2,3780.1997310638426,-0.0020475965779041872,0.00634765625,0.07512331008911133,365
9794.0,2,45056,28,22,75.39,16640,103.58329870000001,721.6896362304688,0.00029055262,0.0001,-0.08538995394483209,0.2,3557.423371887207,-0.0010098824655869975,0.0037109375,0.030698060989379883,370
9898.0,2,47104,28,23,74.36,17365,96.79635748999999,742.3704833984375,0.0013809216,0.0001,-0.08460257737897336,0.2,2678.980702972412,-0.0017447711958084255,0.01044921875,0.18342286348342896,375
9778.0,2,49152,28,24,75.37,18118,120.85931332999999,1794.0849609375,0.00056533876,0.0001,-0.09408541009761393,0.2,2575.647766876221,0.00010432018752908334,0.00458984375,0.21460872888565063,380
9778.0,2,51200,28,25,75.98,18855,136.79734971,2383.631103515625,0.0010038302,0.0001,-0.08486057713162154,0.2,2616.9160549163817,-0.0017045284213963896,0.0103515625,0.17801856994628906,385
9898.0,2,53248,28,26,77.93,19586,139.1128862,402.5350646972656,0.00079465297,0.0001,-0.08726766731124372,0.2,1684.9342809677123,-0.0006794444510887842,0.00615234375,0.2564353346824646,390
9898.0,2,55296,28,27,79.67,20384,157.58124364,456.4483337402344,0.005079402,0.0001,-0.09876819483470171,0.2,2060.2972169876098,-0.0011921891011297703,0.02666015625,0.21415913105010986,395
9778.0,2,57344,28,28,79.18,21166,167.63746928,650.1036376953125,0.0013198126,0.0001,-0.09496968016028404,0.2,1992.578457260132,-0.0024909227809985167,0.01708984375,0.21393710374832153,400
9794.0,2,59392,28,29,78.72,21903,151.83862924,685.6846923828125,0.002494967,0.0001,-0.08983150471467524,0.2,2066.3039903640747,-0.0002674183153430931,0.0173828125,0.15356767177581787,405
9994.0,2,61440,28,30,78.62,22663,163.74718436999999,751.1380004882812,0.0006736961,0.0001,-0.07921681420411915,0.2,2292.3087001800536,-0.0012466937114368193,0.00458984375,0.202559232711792,410
9994.0,2,63488,28,31,77.85,23403,145.06750311,153.35154724121094,0.0028906781,0.0001,-0.08495710773859173,0.2,1301.5425174713134,-0.0006061287931515835,0.0185546875,0.2680932283401489,415
9794.0,2,65536,28,32,77.86,24110,160.17886258000001,1722.7686767578125,0.00049955805,0.0001,-0.07563155677635222,0.2,3822.8584594726562,0.0003908518759999424,0.00947265625,-0.023591041564941406,420
9778.0,2,67584,28,33,77.53,24882,155.00949623,882.103515625,0.0013170649,0.0001,-0.09175222588237375,0.2,723.3716435432434,-0.0014394779667782132,0.0103515625,0.4769976735115051,425
9794.0,2,69632,28,34,77.49,25637,154.51188798,876.4675903320312,0.0009871884,0.0001,-0.09387894028332085,0.2,2528.3485288619995,-0.0016065231728134676,0.01630859375,0.14281558990478516,430
9898.0,2,71680,28,35,75.86,26390,163.25374318999997,360.8833312988281,0.0011908724,0.0001,-0.08966604644665495,0.2,1215.711978149414,-3.12761781970039e-05,0.01220703125,0.3365984559059143,435
9794.0,2,73728,28,36,77.63,27154,160.95604640000002,1643.6038818359375,0.0017775112,0.0001,-0.0911558975931257,0.2,2030.4180696487426,-0.0004545462201349437,0.0134765625,0.23963165283203125,440
9898.0,2,75776,28,37,76.23,27917,167.50492313000004,1597.3648681640625,0.0013847896,0.0001,-0.09015282797627151,0.2,1658.079082584381,0.0004761031697853468,0.01015625,0.21533328294754028,445
9794.0,2,77824,28,38,76.97,28704,167.07933730000002,1148.1734619140625,0.00082995533,0.0001,-0.086029909318313,0.2,1521.1011852264405,-0.0020877996445051394,0.008984375,0.2874698042869568,450
9898.0,2,79872,28,39,77.17,29482,142.82725006,742.819580078125,0.0016396609,0.0001,-0.08835426652804017,0.2,1781.5227291107178,1.2723985128104686e-05,0.02421875,0.11932569742202759,455
9794.0,2,81920,28,40,75.83,30244,117.99749609999999,1877.318603515625,0.0006331699,0.0001,-0.07896905501838773,0.2,4220.942471313477,-0.0009564957959810272,0.00869140625,0.02864760160446167,460
9778.0,2,83968,28,41,76.97,30999,120.52061055,1437.740966796875,0.00051105686,0.0001,-0.08247825514990836,0.2,3616.465364074707,6.917868158780038e-05,0.00517578125,0.029013752937316895,465
9794.0,2,86016,28,42,74.85,31733,116.72603783000002,306.4033203125,0.00050257513,0.0001,-0.08495792670873925,0.2,2126.6075302124023,-0.00024118003639159725,0.00791015625,0.16888630390167236,470
9794.0,2,88064,28,43,75.59,32489,147.47635426,1084.552001953125,0.0009830502,0.0001,-0.08467576547991484,0.2,2438.4894775390626,-0.0020920972150634044,0.0095703125,0.22077548503875732,475
9898.0,2,90112,28,44,75.72,33216,143.67912965999997,927.4992065429688,0.0008830083,0.0001,-0.07935662153176963,0.2,1592.8414989471435,-0.001662761087936815,0.01279296875,0.25813817977905273,480
9794.0,2,92160,28,45,75.79,34032,137.34894987,1282.697265625,0.00050772406,0.0001,-0.08211319685215131,0.2,1999.6078470230102,-0.0006908681549248286,0.0068359375,0.2084318995475769,485
9994.0,2,94208,28,46,78.59,34790,147.83800784,1302.4892578125,0.000980132,0.0001,-0.07943303706124424,0.2,3635.3760314941405,-0.0006370726856403053,0.0087890625,0.09683012962341309,490
9898.0,2,96256,28,47,78.62,35514,147.19197126,142.5753173828125,0.00060165336,0.0001,-0.09669986083172262,0.2,1206.4199825286864,-7.98409353592433e-05,0.01171875,0.28990793228149414,495
9794.0,2,98304,28,48,77.83,36288,151.87600769,336.9786071777344,0.0068498966,0.0001,-0.08582752507968541,0.2,2230.6019186869153,-0.002335138054714151,0.0166514598540146,0.102428138256073,500
9778.0,2,100352,28,49,76.83,37068,164.7213582,779.8338623046875,0.0004947158,0.0001,-0.08389370408840477,0.2,2203.299962425232,-0.0013320913756615482,0.00849609375,0.24474728107452393,505
9898.0,2,102400,28,50,76.27,37838,162.05262856000002,98.25981903076172,0.001126279,0.0001,-0.0833166230469942,0.2,1281.9965438842773,0.0005396716907853261,0.00888671875,0.3389403223991394,510
9898.0,2,104448,28,51,76.11,38584,169.63385726999996,731.0487670898438,0.0004990165,0.0001,-0.09345023885834962,0.2,1037.6488702774047,0.0013281967083457857,0.01474609375,0.3187035322189331,515
