custom/max_height,time/iterations,custom/current_screen,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/learning_rate,train/explained_variance,train/value_loss,train/clip_range,train/entropy_loss,train/approx_kl,train/loss,train/policy_gradient_loss,train/clip_fraction
-302.0,32,0,0,8.0,16442,0.0,16384,310,0.0003,-1.7762184143066406e-05,0.08743050872902784,0.2,-3.118317812681198,0.024539186,-0.15459176898002625,-0.02145241970429197,0.3322265625
-302.0,33,0,0,8.0,16980,0.0,16896,320,0.0003,-45.73257064819336,0.0007622716145306186,0.2,-3.1622502535581587,0.03333828,-0.22780011594295502,-0.04025313319871202,0.3205078125
-302.0,34,0,0,8.0,17520,-0.03,17408,330,0.0003,-46.91733169555664,1.0028703906783676e-05,0.2,-3.0980530381202698,0.041517198,-0.18924246728420258,-0.04440768539207056,0.387109375
-302.0,35,0,0,8.0,18048,0.0,17920,340,0.0003,-0.0009087324142456055,0.019372429880441633,0.2,-3.1442052125930786,0.025110992,-0.1731618195772171,-0.022250755131244658,0.284765625
-302.0,36,0,0,8.0,18573,0.0,18432,350,0.0003,-69.8366470336914,0.0005201262782861705,0.2,-3.104534262418747,0.05062315,-0.21169894933700562,-0.04409310395712964,0.3939453125
-302.0,37,0,0,8.0,19104,-0.09,18944,360,0.0003,-143.67710876464844,1.2457856854197758e-05,0.2,-3.097963723540306,0.032491103,-0.21750925481319427,-0.03749447196605615,0.3880859375
-302.0,38,0,0,8.0,19627,0.0,19456,370,0.0003,-0.00018858909606933594,0.44894890223084827,0.2,-3.1004954010248182,0.023295622,-0.10354304313659668,-0.02258906775387004,0.3580078125
-302.0,39,0,0,8.0,20147,-0.21,19968,380,0.0003,-113.01885986328125,0.015560636624286417,0.2,-3.120824673771858,0.029534344,-0.19597648084163666,-0.023931986943352968,0.3248046875
-158.0,40,0,0,8.0,20680,-0.3,20480,390,0.0003,-0.002680063247680664,1.1069468973204493,0.2,-3.112785691022873,0.019910844,0.8974539637565613,-0.027906616555992515,0.383203125
-302.0,41,0,0,8.0,21203,-0.09,20992,400,0.0003,-0.024768352508544922,0.3508951936091762,0.2,-3.1134780585765838,0.023013983,-0.1680789291858673,-0.029202791745774448,0.287890625
-302.0,42,0,0,8.0,21739,-0.03,21504,410,0.0003,-73.56047821044922,0.0016913336727157001,0.2,-3.1101202607154845,0.034075886,-0.20576123893260956,-0.03215799361933023,0.3404296875
-158.0,43,0,0,8.0,22269,-0.03,22016,420,0.0003,4.13060188293457e-05,0.08131955452881812,0.2,-3.108966201543808,0.022228777,-0.13523532450199127,-0.024325923109427095,0.3333984375
-302.0,44,0,0,8.0,22792,0.0,22528,430,0.0003,-18.7310791015625,0.0004308281241037548,0.2,-3.051644566655159,0.034991287,-0.20073986053466797,-0.053311105747707185,0.36484375
-302.0,45,0,0,8.0,23323,0.0,23040,440,0.0003,-5.68418550491333,6.847901067175144e-06,0.2,-3.0576664924621584,0.028981097,-0.22239144146442413,-0.04175809149164707,0.383203125
-302.0,46,0,0,8.0,23854,0.0,23552,450,0.0003,-151.36973571777344,5.072756183821525e-05,0.2,-3.0392908275127413,0.031551465,-0.1972876936197281,-0.02728043862734921,0.333984375
-302.0,47,0,0,8.0,24371,-0.06,24064,460,0.0003,-112.19173431396484,1.8567727822826895e-06,0.2,-3.1037989288568495,0.03706158,-0.21268382668495178,-0.03790930294780992,0.4013671875
-302.0,48,0,0,8.0,24888,-0.06,24576,470,0.0003,5.429983139038086e-05,0.07554121594730531,0.2,-3.155118829011917,0.020363815,-0.18452703952789307,-0.020912457071244717,0.258984375
-302.0,49,0,0,8.0,25418,-0.06,25088,480,0.0003,-0.19687700271606445,0.36711244853795505,0.2,-3.16500943005085,0.024531942,-0.1856733113527298,-0.02679765741340816,0.431640625
-302.0,50,0,0,8.0,25948,0.0,25600,490,0.0003,-61.872318267822266,0.0009330924700861942,0.2,-3.104654887318611,0.03573182,-0.24720077216625214,-0.05762835859786719,0.412890625
-302.0,51,0,0,8.0,26471,0.0,26112,500,0.0003,-19.99098014831543,3.765446619041768e-06,0.2,-3.0850142508745195,0.037613455,-0.20886331796646118,-0.04383215442067012,0.3703125
-158.0,52,0,0,8.0,27002,-0.12,26624,510,0.0003,-97.59612274169922,4.9369580972680184e-06,0.2,-3.0881715953350066,0.022012714,-0.18337666988372803,-0.02893871296546422,0.3015625
-302.0,53,0,0,8.0,27531,-0.15,27136,520,0.0003,2.288818359375e-05,0.4599985260421818,0.2,-3.071533238887787,0.023265937,-0.10355599224567413,-0.022260852600447835,0.341015625
-302.0,54,0,0,8.0,28071,-0.03,27648,530,0.0003,-0.42039787769317627,0.036378413687634746,0.2,-3.072314828634262,0.02799876,-0.23884902894496918,-0.036966853972990064,0.3283203125
-302.0,55,0,0,8.0,28589,-0.06,28160,540,0.0003,-0.009760499000549316,0.0880225783730566,0.2,-3.052552434802055,0.022615828,-0.19756045937538147,-0.027902652334887534,0.330078125
-158.0,56,0,0,8.0,29122,0.0,28672,550,0.0003,-0.018242835998535156,0.0467169543630007,0.2,-3.084221136569977,0.03004752,-0.1989150196313858,-0.036952924844808874,0.3734375
-158.0,57,0,0,8.0,29656,-0.09,29184,560,0.0003,-50.14128875732422,0.0016268901806142822,0.2,-3.1044577956199646,0.049849898,-0.1872098743915558,-0.036079165642149746,0.39296875
-302.0,58,0,0,8.0,30177,-0.24,29696,570,0.0003,-0.0012055635452270508,0.22188659495800495,0.2,-3.126638302206993,0.023505785,-0.23871038854122162,-0.037615239713341,0.3544921875
-302.0,59,0,0,8.0,30697,-0.15,30208,580,0.0003,-0.009928345680236816,0.9178733480744995,0.2,-3.071431878209114,0.01892092,0.6004806756973267,-0.022751974675338717,0.33984375
-302.0,60,0,0,8.0,31247,-0.21,30720,590,0.0003,-78.78529357910156,0.0009014693588142109,0.2,-3.0771499305963514,0.0353852,-0.22505620121955872,-0.05413066555047408,0.399609375
-302.0,61,0,0,8.0,31780,-0.09,31232,600,0.0003,0.0005782842636108398,0.9252151990775019,0.2,-3.0541857182979584,0.024963403,0.5427271127700806,-0.021819481684360653,0.3810546875
-302.0,62,0,0,8.0,32314,-0.09,31744,610,0.0003,-0.1833808422088623,0.3255290884146234,0.2,-3.1001103669404984,0.0363253,-0.16730263829231262,-0.027509142368217,0.3701171875
-158.0,63,0,0,8.0,32843,-0.03,32256,620,0.0003,-0.026398301124572754,0.0792531724429864,0.2,-3.1120662838220596,0.027135503,-0.14667633175849915,-0.02617333152447827,0.3482421875
-158.0,64,0,0,8.0,33375,-0.06,32768,630,0.0003,-34.34418869018555,0.00039854452195413613,0.2,-3.101396527886391,0.033493917,-0.23770539462566376,-0.061625390639528634,0.441015625
-302.0,65,0,0,8.0,33908,0.0,33280,640,0.0003,-0.000896453857421875,0.1494156773885152,0.2,-3.1033078700304033,0.029131591,-0.05296270549297333,-0.022797109733801335,0.349609375
-302.0,66,0,0,8.0,34435,-0.03,33792,650,0.0003,-50.048580169677734,0.0037903818642007537,0.2,-3.128679317235947,0.036375806,-0.21332336962223053,-0.046141809655819085,0.363671875
-302.0,67,0,0,8.0,34966,-0.24,34304,660,0.0003,-0.00048661231994628906,0.018325979283360994,0.2,-3.108839049935341,0.023176145,-0.22327245771884918,-0.039135548676131296,0.2986328125
-302.0,68,0,0,8.0,35491,-0.06,34816,670,0.0003,-0.004329800605773926,1.1988896636292339,0.2,-3.1411166071891783,0.021754038,0.6306295990943909,-0.023024732421617955,0.3654296875
-302.0,69,0,0,8.0,36024,-0.06,35328,680,0.0003,-0.6677453517913818,0.09187664352066349,0.2,-3.1465213000774384,0.03050109,-0.16676533222198486,-0.034882877033669504,0.389453125
-302.0,70,0,0,8.0,36556,-0.12,35840,690,0.0003,-0.009070158004760742,0.11101149034511763,0.2,-3.1065705865621567,0.03646782,-0.14342807233333588,-0.023596400971291585,0.34296875
-302.0,71,0,0,8.0,37072,-0.09,36352,700,0.0003,-0.0014630556106567383,0.06511666577862343,0.2,-3.074988806247711,0.027768742,-0.09389660507440567,-0.03421454658964649,0.3470703125
-14.0,72,0,0,8.0,37596,-0.06,36864,710,0.0003,0.008245587348937988,0.08693652088331874,0.2,-3.057350742816925,0.020108972,-0.21183516085147858,-0.022026766708586366,0.302734375
-302.0,73,0,0,8.0,38116,0.0,37376,720,0.0003,-0.05772542953491211,0.08195449581835419,0.2,-3.0747762590646746,0.022091957,-0.1450667828321457,-0.02380881356075406,0.31796875
-302.0,74,0,0,8.0,38636,0.0,37888,730,0.0003,-55.02741241455078,0.005177775534866669,0.2,-3.0953795284032823,0.037585802,-0.19705116748809814,-0.03705364955822006,0.3984375
-302.0,75,0,0,8.0,39149,-0.03,38400,740,0.0003,-179.80979919433594,0.0002588140227430813,0.2,-3.1023232519626616,0.027403045,-0.21059229969978333,-0.0302317811147077,0.360546875
