rollout/ep_len_mean,time/fps,custom/current_screen,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,custom/max_height,time/iterations
2.909090909090909,0,37,64,163.54545454545453,109,13082.0,1
