rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,custom/current_screen,time/time_elapsed,custom/max_height,train/value_loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/learning_rate,train/approx_kl,train/loss,train/clip_fraction
219.43702934782613,1024,1,0,14.840579710144928,32,1208,11202.0,,,,,,,,,,
207.08533854999993,2048,2,0,14.73,32,2462,11274.0,10764.143212890625,145,0.2,-0.006881432991940528,-0.8758633188903332,0.10953748226165771,0.0001,0.003567291,4820.19091796875,0.007421875
