rollout/ep_rew_mean,time/iterations,time/time_elapsed,custom/max_height,custom/current_screen,time/fps,rollout/ep_len_mean,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/value_loss,train/clip_range,train/n_updates,train/learning_rate,train/loss,train/policy_gradient_loss,train/explained_variance,train/approx_kl
142.78885051136365,1,1274,10130.0,29,1,23.193181818181817,2048,,,,,,,,,,
142.8719256,2,2696,10130.0,29,1,19.7,4096,-0.48011507987976076,0.05966796875,7689.2359420776365,0.2,263,0.0001,3061.86279296875,0.001182818744564429,0.00019627809524536133,0.010504381
128.05363696999999,3,4189,10130.0,29,1,18.44,6144,-0.5079833962023258,0.02294921875,8784.364720153808,0.2,268,0.0001,3340.987060546875,0.00013700788549613206,0.0005536675453186035,0.005128351
