rollout/ep_rew_mean,custom/max_height,time/total_timesteps,time/iterations,custom/current_screen,time/time_elapsed,rollout/ep_len_mean,time/fps,train/loss,train/explained_variance,train/clip_range,train/n_updates,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/entropy_loss
251.15561356000012,-14.0,17152,67,0,23331,4.38,0,12092.62109375,-0.0001195669174194336,0.2,330,0.0,23272.576953125,-0.002194282365962863,0.00015577883,0.0001,-0.18019703328609465
252.72619048000013,-158.0,17408,68,0,23707,4.15,0,12914.3037109375,-0.00032973289489746094,0.2,335,0.0,25297.012109375,-0.00024831932969391344,1.7851591e-05,0.0001,-0.1696904182434082
252.85000001000012,-158.0,17664,69,0,24084,4.12,0,12814.8125,-0.0006307363510131836,0.2,340,0.0,25651.497265625,-0.00015204530209302902,3.795838e-06,0.0001,-0.16208679750561714
252.5095238200001,-158.0,17920,70,0,24453,4.2,0,12946.7392578125,-0.0006083250045776367,0.2,345,0.0,25403.44873046875,-0.0005633735097944736,4.5256922e-05,0.0001,-0.1621241994202137
252.3181929200001,-158.0,18176,71,0,24823,4.34,0,12696.81640625,-0.00042760372161865234,0.2,350,0.0,24960.5533203125,-0.000806728401221335,5.444791e-05,0.0001,-0.1614925257861614
251.0424118000001,-158.0,18432,72,0,25200,4.34,0,12386.2265625,-9.1552734375e-05,0.2,355,0.0109375,23826.89853515625,-0.008578373491764069,0.0015923271,0.0001,-0.16135940551757813
250.69882206000008,-158.0,18688,73,0,25572,4.36,0,11456.01171875,-1.6927719116210938e-05,0.2,360,0.0,23110.27294921875,-0.00013906541280448437,1.506391e-05,0.0001,-0.1639593794941902
252.7833333400001,-158.0,18944,74,0,25952,4.11,0,12270.025390625,-0.00038743019104003906,0.2,365,0.0,24425.52568359375,-0.00035915183834731577,1.9544736e-05,0.0001,-0.15312548503279685
252.9500000000001,-14.0,19200,75,0,26328,4.12,0,12624.1298828125,-0.0005476474761962891,0.2,370,0.0,24797.90234375,-0.0010096964193508028,0.00014135102,0.0001,-0.15088391229510306
253.0333333400001,-14.0,19456,76,0,26702,4.11,0,12330.0224609375,-0.0003083944320678711,0.2,375,0.0,24185.9091796875,-7.124142721295356e-05,8.253846e-06,0.0001,-0.14659409821033478
252.8000000100001,-158.0,19712,77,0,27077,4.11,0,12158.2685546875,-0.0003618001937866211,0.2,380,0.0,24392.8388671875,-0.00046438921708613634,2.5068875e-05,0.0001,-0.14577377028763294
251.80666668000012,-302.0,19968,78,0,27455,4.27,0,11480.314453125,-0.0003609657287597656,0.2,385,0.0,23914.22529296875,-0.00012246808037161828,6.440375e-05,0.0001,-0.14892427548766135
251.39833335000012,-302.0,20224,79,0,27827,4.38,0,10735.7841796875,-0.00035822391510009766,0.2,390,0.009375,23004.769921875,-0.0038091477705165743,0.0015541085,0.0001,-0.1519218035042286
252.39166667000012,-14.0,20480,80,0,28205,4.21,0,11732.5185546875,-0.0004273653030395508,0.2,395,0.0,23099.59404296875,-0.0020562168676406143,0.00022538938,0.0001,-0.14143059812486172
253.15000000000012,-14.0,20736,81,0,28580,4.05,0,11263.4287109375,-0.00034415721893310547,0.2,400,0.0,23737.454296875,-1.5069474466145039e-05,2.5330111e-05,0.0001,-0.13835831135511398
252.5595238200001,-14.0,20992,82,0,28952,4.19,0,12023.740234375,-0.0002760887145996094,0.2,405,0.0,23594.41962890625,-0.002266924106515944,0.00029673334,0.0001,-0.13534147962927817
252.3690476200001,-158.0,21248,83,0,29328,4.19,0,11513.921875,0.00018137693405151367,0.2,410,0.0,22841.0958984375,0.0006312095560133457,0.00010338449,0.0001,-0.14293727651238441
