rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/entropy_loss,train/clip_range,train/n_updates,train/learning_rate,train/loss,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/clip_fraction
-97.09278757000004,5.16,2048.0,1.0,0,3328,,,,,,,,,,
-72.43856751000001,6.24,4096.0,2.0,0,6268,-0.7450837995324816,0.2,3.0,0.0001,7374.20263671875,15622.129450334822,0.022675797,-0.0149406324939004,0.0009591579437255,0.0901785714285714
-36.08261816,7.73,6144.0,3.0,0,8938,-0.7910554203493841,0.2,5.0,0.0001,7067.8935546875,15554.106310614225,0.014504408,-0.0148283735816848,0.0474781394004821,0.0985991379310344
36.39729550000001,10.39,8192.0,4.0,0,11475,-0.7612864505499601,0.2,10.0,0.0001,7321.802734375,15671.54028930664,0.013001345,-0.0212997598486254,0.0890398621559143,0.12919921875
30.38290071000001,9.48,10240.0,5.0,0,14040,-0.7217621326446533,0.2,15.0,0.0001,7382.5263671875,15959.186029052737,0.007870482,-0.0197323518106713,0.1746578216552734,0.12021484375
49.41715218999999,10.01,12288.0,6.0,0,16509,-0.700785380974412,0.2,20.0,0.0001,8250.154296875,16195.308880615234,0.0051141134,-0.0144136785907903,0.2012956142425537,0.05791015625
48.31558536999999,9.87,14336.0,7.0,0,18973,-0.6820345483720303,0.2,25.0,0.0001,7402.09033203125,15848.75205078125,0.0045625893,-0.0153074286907212,0.2127970457077026,0.04296875
87.95589226,11.07,16384.0,8.0,0,21345,-0.6594037864357233,0.2,30.0,0.0001,7587.20263671875,15726.432836914062,0.0046956474,-0.0101418381207622,0.1822351217269897,0.03603515625
126.87245525,11.81,18432.0,9.0,0,23766,-0.6312583241611719,0.2,35.0,0.0001,7221.857421875,15520.126782226562,0.0036740093,-0.0086303182324627,0.1755948662757873,0.02607421875
110.36247718999998,11.13,20480.0,10.0,0,26187,-0.6296178657561541,0.2,40.0,0.0001,7884.6787109375,15087.400329589844,0.0047300663,-0.00881292601116,0.0769370198249816,0.0291015625
121.06812216,11.11,22528.0,11.0,0,28617,-0.5954809442162514,0.2,45.0,0.0001,6914.75830078125,14973.090399169922,0.0048863925,-0.0071829780048574,0.0473848581314086,0.0251953125
156.99762373,11.93,24576.0,12.0,0,31048,-0.5769580384716392,0.2,50.0,0.0001,7177.2255859375,14721.133795166015,0.0022316233,-0.0064651727501768,0.0374718904495239,0.01298828125
145.17854005,11.49,26624.0,13.0,0,33550,-0.5500135388225317,0.2,55.0,0.0001,6558.138671875,14014.842022705076,0.00553077,-0.0108893504511797,0.0337141156196594,0.0431640625
167.81564774999998,12.04,28672.0,14.0,0,36025,-0.5452580109238625,0.2,60.0,0.0001,6038.07470703125,13768.599505615235,0.003453741,-0.0040913214979809,0.013202965259552,0.02568359375
149.49631254,11.67,30720.0,15.0,0,38493,-0.5354301458224654,0.2,65.0,0.0001,5839.7646484375,13059.432446289062,0.0031474093,-0.0059291101410053,0.0119762420654296,0.0326171875
