custom/max_height,time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,custom/current_screen,train/value_loss,train/explained_variance,train/entropy_loss,train/clip_fraction,train/n_updates,train/learning_rate,train/approx_kl,train/clip_range,train/loss,train/policy_gradient_loss
9074.0,61440,30,149.67212659999998,2,74.33,20655,26,4257.137551879883,0.11328345537185669,-0.06587703104596584,0.01103515625,440,0.0001,0.00084209524,0.2,2142.481201171875,-0.0015886049048276618
9074.0,63488,31,136.99392832,2,75.42,21328,26,2487.3267669677734,0.27716273069381714,-0.06502396293217316,0.00302734375,445,0.0001,0.0005431699,0.2,546.3003540039062,3.529029490891844e-05
9074.0,65536,32,140.58080314,2,77.15,22019,26,2730.264958190918,0.2238343358039856,-0.06627106997184455,0.001953125,450,0.0001,0.00028805496,0.2,1592.8062744140625,-0.00033261227363254873
9346.0,67584,33,136.57940098,2,78.37,22720,26,2747.6489849090576,0.1857980489730835,-0.07512278782669454,0.013671875,455,0.0001,0.0021415246,0.2,1259.7451171875,-0.001931993933976628
9074.0,69632,34,133.09149455,2,76.28,23414,26,3955.02653465271,0.1022806167602539,-0.0808315607602708,0.00537109375,460,0.0001,0.0008558942,0.2,1314.9908447265625,-0.0012573075509862974
9074.0,71680,35,133.30393181,2,75.43,24107,26,2539.156036376953,0.24851655960083008,-0.06949600917287171,0.00498046875,465,0.0001,0.0008349274,0.2,809.0250854492188,-0.00023099547834135593
9074.0,73728,36,110.66925158,2,74.7,24825,26,3136.88177986145,0.15770506858825684,-0.07735581728629767,0.013671875,470,0.0001,0.0010819107,0.2,1670.0,-0.0016811711582704447
9074.0,75776,37,124.68324529999998,2,76.73,25546,26,4247.25054397583,0.004752814769744873,-0.09444402446970343,0.00927734375,475,0.0001,0.0015656716,0.2,1792.42578125,-0.00117771465156693
9074.0,77824,38,105.17754608999999,2,75.09,26240,26,3198.7930404663084,0.11525696516036987,-0.08474070095689967,0.00751953125,480,0.0001,0.00089954154,0.2,1670.0758056640625,-0.001968284146278165
9234.0,79872,39,122.55903983999998,2,74.67,26947,26,3316.4227283477785,0.1507771611213684,-0.074474398518214,0.0060546875,485,0.0001,0.0010587905,0.2,1660.5960693359375,-0.0012491088127717376
9074.0,81920,40,129.9172931,2,74.9,27636,26,2918.227596282959,0.14200598001480103,-0.08795717302709818,0.003515625,490,0.0001,0.0007872686,0.2,1146.1602783203125,-0.00011491411132737994
9074.0,83968,41,128.31989831,2,76.26,28312,26,2919.1614582061766,0.155076801776886,-0.07903169873170554,0.00029296875,495,0.0001,0.00024853315,0.2,1677.996337890625,8.325072994921356e-05
9074.0,86016,42,135.87087582,2,75.53,29008,26,3564.2838455200194,0.11404401063919067,-0.07744019103702157,0.009765625,500,0.0001,0.0010975254,0.2,1591.5855712890625,-0.001168055640300736
9074.0,88064,43,124.13969529999999,2,75.39,29714,26,2580.9512889862062,0.2299177050590515,-0.07745608786353841,0.008203125,505,0.0001,0.0011684953,0.2,622.4389038085938,-0.000825597952643875
9234.0,90112,44,114.82754863999999,2,74.39,30418,26,3664.875601196289,0.11199498176574707,-0.07950340644456447,0.00185546875,510,0.0001,0.0004745334,0.2,2426.977294921875,-0.0010147525536012836
9074.0,92160,45,135.97453069999997,2,74.73,31094,26,3538.1207069396974,0.06810516119003296,-0.07793390596052632,0.0142578125,515,0.0001,0.0017912968,0.2,718.4629516601562,-0.002169680090446491
9074.0,94208,46,126.90207476999998,2,76.19,31782,26,1330.176649093628,0.3958361744880676,-0.07511844888795167,0.00810546875,520,0.0001,0.0006580441,0.2,1528.734619140625,-0.0021500295799341982
9074.0,96256,47,131.34175137999998,2,77.94,32452,26,3774.02689743042,0.06207531690597534,-0.09149285443127156,0.00654296875,525,0.0001,0.00029146738,0.2,3890.033447265625,0.00024939345457823946
9074.0,98304,48,126.93202138999999,2,75.05,33151,26,3567.754444885254,0.09187960624694824,-0.08969758145976811,0.003125,530,0.0001,0.00069271977,0.2,3190.18798828125,-0.0007142080095945858
9234.0,100352,49,127.24574593999999,2,72.7,33854,26,2619.6163635253906,0.29338765144348145,-0.06806231872178614,0.00693359375,535,0.0001,0.000253928,0.2,2024.1177978515625,-0.0021209650090895592
9218.0,102400,50,135.30325252999998,2,73.08,34556,26,3134.1964126586913,0.161746084690094,-0.09459457071498037,0.0119140625,540,0.0001,0.00087385776,0.2,1319.43017578125,-0.0013193564649554902
9074.0,104448,51,163.21493597999998,2,74.04,35235,26,2947.486642074585,0.17400699853897095,-0.08567836578004062,0.0087890625,545,0.0001,0.0010965391,0.2,1466.16015625,-0.0016166611894732341
9074.0,106496,52,161.74538138000003,2,75.17,35917,26,684.3216510772705,0.6016957759857178,-0.07212551820557564,0.00419921875,550,0.0001,0.0005093839,0.2,272.8356628417969,-0.000674694124609232
9218.0,108544,53,138.69268447000002,2,73.82,36632,26,3149.7733978271485,0.17442280054092407,-0.08605994721874595,0.003515625,555,0.0001,0.00048627993,0.2,1489.353515625,-0.0003770948969759047
9234.0,110592,54,138.52871532999998,2,73.93,37327,26,4687.159687805176,-0.0005022287368774414,-0.09389001522213221,0.0,560,0.0001,0.00017389507,0.2,2501.620361328125,-0.0002725912519963458
