rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/entropy_loss,train/clip_range,train/n_updates,train/learning_rate,train/loss,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/clip_fraction
-108.54337822000004,4.66,2048.0,1.0,0,3354,,,,,,,,,,
-34.54030113,7.27,4096.0,2.0,0,6296,-0.7705713642197985,0.2,3.0,0.0001,7203.8134765625,15579.79449037064,0.019313734,-0.0142213119258887,-0.00611412525177,0.1206395348837209
-6.723623380000005,8.41,6144.0,3.0,0,8944,-0.7559558521956206,0.2,8.0,0.0001,7552.9619140625,16551.91010131836,0.014135253,-0.0183036916365381,0.0455707907676696,0.13271484375
22.263570400000003,9.03,8192.0,4.0,0,11514,-0.7187617406249046,0.2,13.0,0.0001,7926.845703125,16206.97752685547,0.009974398,-0.0226164126477669,0.140415608882904,0.126953125
67.10165446,10.54,10240.0,5.0,0,14024,-0.691155894473195,0.2,18.0,0.0001,8270.8232421875,16646.643896484376,0.0069665783,-0.0181847182277124,0.1946778893470764,0.0763671875
113.6037299,12.26,12288.0,6.0,0,16377,-0.6626094691455364,0.2,23.0,0.0001,8197.5751953125,16806.59425048828,0.0032463511,-0.0138410909537924,0.1776655912399292,0.0443359375
110.11846437000004,11.47,14336.0,7.0,0,18830,-0.6363632991909981,0.2,28.0,0.0001,7904.40380859375,16164.291442871094,0.005725382,-0.0153952231252333,0.1653182506561279,0.05556640625
114.19022058,11.57,16384.0,8.0,0,21273,-0.6239823136478663,0.2,33.0,0.0001,7591.37158203125,15858.745025634766,0.007125653,-0.0111405776173342,0.0577171444892883,0.0484375
107.58806778,11.07,18432.0,9.0,0,23761,-0.6150589250028133,0.2,38.0,0.0001,8442.107421875,15611.67196044922,0.0035026069,-0.0073562739533372,0.0291802883148193,0.02451171875
156.93659574,12.29,20480.0,10.0,0,26158,-0.5914614245295524,0.2,43.0,0.0001,8669.00390625,15324.84701538086,0.004775515,-0.0102719710150267,0.0220459103584289,0.0328125
163.74114542,12.06,22528.0,11.0,0,28569,-0.5633611848577857,0.2,48.0,0.0001,6281.37548828125,14374.712115478516,0.0028196597,-0.0082100870407884,0.0256608128547668,0.0212890625
171.09243035,12.8,24576.0,12.0,0,30989,-0.5381384670734406,0.2,53.0,0.0001,6553.53173828125,13768.810595703126,0.004795609,-0.0068282991385785,0.0098247528076171,0.03251953125
155.62110768,12.3,26624.0,13.0,0,33426,-0.5469927564263344,0.2,58.0,0.0001,6277.65283203125,12671.586053466795,0.0027665324,-0.0066794594706152,0.0041345357894897,0.0322265625
177.29254590999997,12.62,28672.0,14.0,0,35845,-0.524531708471477,0.2,63.0,0.0001,6485.5654296875,12569.72348022461,0.004278101,-0.0097875703257159,0.0050018429756164,0.03330078125
