rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/entropy_loss,train/clip_range,train/n_updates,train/learning_rate,train/loss,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/clip_fraction
-144.09812209,3.28,2048.0,1.0,0,4411,,,,,,,,,,
-141.57256400000003,3.6,4096.0,2.0,0,8373,-2.4730964313119146,0.2,4.0,0.0001,7536.400390625,15661.876431739936,0.021525634,-0.0517399828462719,0.0015773177146911,0.205905720338983
-138.62471944,4.95,6144.0,3.0,0,12100,-2.4288821309804915,0.2,9.0,0.0001,6185.83203125,12742.888818359375,0.01919446,-0.0472016322339186,-0.0267339944839477,0.19873046875
-135.68919244,5.69,8192.0,4.0,0,15636,-2.375975602865219,0.2,14.0,0.0001,4933.380859375,10922.271911621094,0.013874853,-0.0389752010756637,-0.0086073875427246,0.13662109375
-131.06807387000003,5.52,10240.0,5.0,0,3322,,,,,,,,,,
-126.39612772000002,6.66,12288.0,6.0,0,6521,-2.2410793587565423,0.2,38.0,0.0001,3891.841552734375,7772.209030151367,0.011333855,-0.0267740595823852,-0.0010931491851806,0.08759765625
-129.77516394,9.95,14336.0,7.0,0,9544,-2.1893602147698403,0.2,43.0,0.0001,2978.976806640625,6487.636776733399,0.00981999,-0.021638350651483,-0.0008667707443237,0.05576171875
-128.31741239000002,11.79,16384.0,8.0,0,12473,-2.119669066369533,0.2,48.0,0.0001,2544.643310546875,5570.257797241211,0.009889899,-0.0195568394323345,-0.0011136531829833,0.04931640625
-127.41288746,14.55,18432.0,9.0,0,15237,-2.0453078925609587,0.2,53.0,0.0001,2039.1331787109373,4428.433366394043,0.014897745,-0.0227717779926024,-0.0003490447998046,0.11650390625
-124.93712799,15.38,20480.0,10.0,0,17888,-1.988782201707363,0.2,58.0,0.0001,1352.667724609375,3307.004420471191,0.008625075,-0.01446061123861,-0.0003554821014404,0.06220703125
-132.54862007999998,20.75,22528.0,11.0,0,20389,-1.933414625376463,0.2,63.0,0.0001,1459.231689453125,2884.7033752441407,0.011615099,-0.0201343477354384,-0.0002129077911376,0.0880859375
-130.30273563,22.75,24576.0,12.0,0,22855,-1.8708666920661927,0.2,68.0,0.0001,1191.90234375,2291.110820007324,0.011749754,-0.0141156243393197,-0.0001875162124633,0.0703125
-133.65529802,27.05,26624.0,13.0,0,25153,-1.855818983912468,0.2,73.0,0.0001,982.7498168945312,1851.6947135925293,0.008782099,-0.013710687769344,-0.0017766952514648,0.07099609375
-133.7848817,26.08,28672.0,14.0,0,27484,-1.8383487597107888,0.2,78.0,0.0001,620.0592651367188,1512.4447494506835,0.006187554,-0.0081633225054247,-4.875659942626953e-05,0.04013671875
-131.46461397,30.73,30720.0,15.0,0,29823,-1.8145662009716037,0.2,83.0,0.0001,699.0888671875,1509.9968578338624,0.007489589,-0.0130194088094867,-4.863739013671875e-05,0.05546875
-134.49274598,35.75,32768.0,16.0,0,32139,-1.811752419918776,0.2,88.0,0.0001,606.824951171875,1091.294704246521,0.009696463,-0.0117243642744142,-4.172325134277344e-05,0.06533203125
-137.79728372000002,32.8,34816.0,17.0,0,34474,-1.8438438430428503,0.2,93.0,0.0001,307.8282165527344,1126.2379810333252,0.0067329765,-0.0034737799258437,-2.443790435791016e-05,0.053125
-134.92249442000002,35.21,36864.0,18.0,0,36739,-1.8315263591706752,0.2,98.0,0.0001,455.467529296875,1058.281095123291,0.012269484,-0.0095563760842196,-0.0001628398895263,0.1015625
-128.90622738000002,32.54,38912.0,19.0,0,38999,-1.8712012221880048,0.2,102.0,0.0001,349.9288635253906,849.6143371011609,0.023065982,0.0060660753346909,-1.9550323486328125e-05,0.1838492990654205
-128.77794732,26.83,40960.0,20.0,0,41346,-1.883033700984159,0.2,107.0,0.0001,417.4938659667969,748.8417542821212,0.01945397,-0.0019031324283146,-6.67572021484375e-06,0.0983588129496402
