Start session - 5/17/2026 6:19PM
147.00,-294.96,332.25,-302.00,28,0.4667;147.00,-294.96|150.50,-288.17|154.00,-281.64|157.50,-275.37|161.00,-269.36|164.50,-263.60|168.00,-258.10|171.50,-252.86|175.00,-247.87|178.50,-243.14|182.00,-238.67|185.50,-234.46|189.00,-230.50|192.50,-226.80|196.00,-223.36|199.50,-220.17|203.00,-217.24|206.50,-214.57|210.00,-212.16|213.50,-210.00|217.00,-208.10|220.50,-206.46|224.00,-205.07|227.50,-203.94|231.00,-203.07|234.50,-202.46|238.00,-202.10|241.50,-202.00|245.00,-202.16|248.50,-202.57|252.00,-203.24|255.50,-204.17|259.00,-205.36|262.50,-206.80|266.00,-208.50|269.50,-210.46|273.00,-212.67|276.50,-215.14|280.00,-217.87|283.50,-220.86|287.00,-224.10|290.50,-227.60|294.00,-231.36|297.50,-235.37|301.00,-239.64|304.50,-244.17|308.00,-248.96|311.50,-254.00|315.00,-259.30|318.50,-264.86|322.00,-270.67|325.50,-276.74|329.00,-283.07|332.50,-289.66|334.00,-296.50
155.75,-294.47,321.75,-302.00,30,0.5000;155.75,-294.47|159.25,-287.20|162.75,-280.19|166.25,-273.43|169.75,-266.93|173.25,-260.69|176.75,-254.70|180.25,-248.97|183.75,-243.50|187.25,-238.29|190.75,-233.33|194.25,-228.63|197.75,-224.19|201.25,-220.00|204.75,-216.07|208.25,-212.40|211.75,-208.99|215.25,-205.83|218.75,-202.93|222.25,-200.29|225.75,-197.90|229.25,-195.77|232.75,-193.90|236.25,-192.29|239.75,-190.93|243.25,-189.83|246.75,-188.99|250.25,-188.40|253.75,-188.07|257.25,-188.00|260.75,-188.19|264.25,-188.63|267.75,-189.33|271.25,-190.29|274.75,-191.50|278.25,-192.97|281.75,-194.70|285.25,-196.69|288.75,-198.93|292.25,-201.43|295.75,-204.19|299.25,-207.20|302.75,-210.47|306.25,-214.00|309.75,-217.79|313.25,-221.83|316.75,-226.13|320.25,-230.69|323.75,-235.50|327.25,-240.57|330.75,-245.90|334.25,-251.49|334.00,-257.33|332.25,-263.43|330.50,-269.79|328.75,-276.40|327.00,-283.27|325.25,-290.40|323.50,-297.79
136.25,-294.47,330.50,-302.00,30,0.5000;136.25,-294.47|139.75,-287.20|143.25,-280.19|146.75,-273.43|150.25,-266.93|153.75,-260.69|157.25,-254.70|160.75,-248.97|164.25,-243.50|167.75,-238.29|171.25,-233.33|174.75,-228.63|178.25,-224.19|181.75,-220.00|185.25,-216.07|188.75,-212.40|192.25,-208.99|195.75,-205.83|199.25,-202.93|202.75,-200.29|206.25,-197.90|209.75,-195.77|213.25,-193.90|216.75,-192.29|220.25,-190.93|223.75,-189.83|227.25,-188.99|230.75,-188.40|234.25,-188.07|237.75,-188.00|241.25,-188.19|244.75,-188.63|248.25,-189.33|251.75,-190.29|255.25,-191.50|258.75,-192.97|262.25,-194.70|265.75,-196.69|269.25,-198.93|272.75,-201.43|276.25,-204.19|279.75,-207.20|283.25,-210.47|286.75,-214.00|290.25,-217.79|293.75,-221.83|297.25,-226.13|300.75,-230.69|304.25,-235.50|307.75,-240.57|311.25,-245.90|314.75,-251.49|318.25,-257.33|321.75,-263.43|325.25,-269.79|328.75,-276.40|332.25,-283.27|334.00,-290.40|332.25,-297.79
131.50,-294.47,334.00,-302.00,30,0.5000;131.50,-294.47|135.00,-287.20|138.50,-280.19|142.00,-273.43|145.50,-266.93|149.00,-260.69|152.50,-254.70|156.00,-248.97|159.50,-243.50|163.00,-238.29|166.50,-233.33|170.00,-228.63|173.50,-224.19|177.00,-220.00|180.50,-216.07|184.00,-212.40|187.50,-208.99|191.00,-205.83|194.50,-202.93|198.00,-200.29|201.50,-197.90|205.00,-195.77|208.50,-193.90|212.00,-192.29|215.50,-190.93|219.00,-189.83|222.50,-188.99|226.00,-188.40|229.50,-188.07|233.00,-188.00|236.50,-188.19|240.00,-188.63|243.50,-189.33|247.00,-190.29|250.50,-191.50|254.00,-192.97|257.50,-194.70|261.00,-196.69|264.50,-198.93|268.00,-201.43|271.50,-204.19|275.00,-207.20|278.50,-210.47|282.00,-214.00|285.50,-217.79|289.00,-221.83|292.50,-226.13|296.00,-230.69|299.50,-235.50|303.00,-240.57|306.50,-245.90|310.00,-251.49|313.50,-257.33|317.00,-263.43|320.50,-269.79|324.00,-276.40|327.50,-283.27|331.00,-290.40|334.50,-297.79
139.50,-294.47,328.75,-302.00,30,0.5000;139.50,-294.47|143.00,-287.20|146.50,-280.19|150.00,-273.43|153.50,-266.93|157.00,-260.69|160.50,-254.70|164.00,-248.97|167.50,-243.50|171.00,-238.29|174.50,-233.33|178.00,-228.63|181.50,-224.19|185.00,-220.00|188.50,-216.07|192.00,-212.40|195.50,-208.99|199.00,-205.83|202.50,-202.93|206.00,-200.29|209.50,-197.90|213.00,-195.77|216.50,-193.90|220.00,-192.29|223.50,-190.93|227.00,-189.83|230.50,-188.99|234.00,-188.40|237.50,-188.07|241.00,-188.00|244.50,-188.19|248.00,-188.63|251.50,-189.33|255.00,-190.29|258.50,-191.50|262.00,-192.97|265.50,-194.70|269.00,-196.69|272.50,-198.93|276.00,-201.43|279.50,-204.19|283.00,-207.20|286.50,-210.47|290.00,-214.00|293.50,-217.79|297.00,-221.83|300.50,-226.13|304.00,-230.69|307.50,-235.50|311.00,-240.57|314.50,-245.90|318.00,-251.49|321.50,-257.33|325.00,-263.43|328.50,-269.79|332.00,-276.40|334.00,-283.27|332.25,-290.40|330.50,-297.79
143.25,-294.47,327.00,-302.00,30,0.5000;143.25,-294.47|146.75,-287.20|150.25,-280.19|153.75,-273.43|157.25,-266.93|160.75,-260.69|164.25,-254.70|167.75,-248.97|171.25,-243.50|174.75,-238.29|178.25,-233.33|181.75,-228.63|185.25,-224.19|188.75,-220.00|192.25,-216.07|195.75,-212.40|199.25,-208.99|202.75,-205.83|206.25,-202.93|209.75,-200.29|213.25,-197.90|216.75,-195.77|220.25,-193.90|223.75,-192.29|227.25,-190.93|230.75,-189.83|234.25,-188.99|237.75,-188.40|241.25,-188.07|244.75,-188.00|248.25,-188.19|251.75,-188.63|255.25,-189.33|258.75,-190.29|262.25,-191.50|265.75,-192.97|269.25,-194.70|272.75,-196.69|276.25,-198.93|279.75,-201.43|283.25,-204.19|286.75,-207.20|290.25,-210.47|293.75,-214.00|297.25,-217.79|300.75,-221.83|304.25,-226.13|307.75,-230.69|311.25,-235.50|314.75,-240.57|318.25,-245.90|321.75,-251.49|325.25,-257.33|328.75,-263.43|332.25,-269.79|334.00,-276.40|332.25,-283.27|330.50,-290.40|328.75,-297.79
150.50,-294.71,327.00,-302.00,29,0.4833;150.50,-294.71|154.00,-287.69|157.50,-280.91|161.00,-274.40|164.50,-268.14|168.00,-262.14|171.50,-256.40|175.00,-250.91|178.50,-245.69|182.00,-240.71|185.50,-236.00|189.00,-231.54|192.50,-227.34|196.00,-223.40|199.50,-219.71|203.00,-216.29|206.50,-213.11|210.00,-210.20|213.50,-207.54|217.00,-205.14|220.50,-203.00|224.00,-201.11|227.50,-199.49|231.00,-198.11|234.50,-197.00|238.00,-196.14|241.50,-195.54|245.00,-195.20|248.50,-195.11|252.00,-195.29|255.50,-195.71|259.00,-196.40|262.50,-197.34|266.00,-198.54|269.50,-200.00|273.00,-201.71|276.50,-203.69|280.00,-205.91|283.50,-208.40|287.00,-211.14|290.50,-214.14|294.00,-217.40|297.50,-220.91|301.00,-224.69|304.50,-228.71|308.00,-233.00|311.50,-237.54|315.00,-242.34|318.50,-247.40|322.00,-252.71|325.50,-258.29|329.00,-264.11|332.50,-270.20|334.00,-276.54|332.25,-283.14|330.50,-290.00|328.75,-297.11
143.00,-294.23,323.50,-302.00,31,0.5167;143.00,-294.23|146.50,-286.71|150.00,-279.46|153.50,-272.46|157.00,-265.71|160.50,-259.23|164.00,-253.00|167.50,-247.03|171.00,-241.31|174.50,-235.86|178.00,-230.66|181.50,-225.71|185.00,-221.03|188.50,-216.60|192.00,-212.43|195.50,-208.51|199.00,-204.86|202.50,-201.46|206.00,-198.31|209.50,-195.43|213.00,-192.80|216.50,-190.43|220.00,-188.31|223.50,-186.46|227.00,-184.86|230.50,-183.51|234.00,-182.43|237.50,-181.60|241.00,-181.03|244.50,-180.71|248.00,-180.66|251.50,-180.86|255.00,-181.31|258.50,-182.03|262.00,-183.00|265.50,-184.23|269.00,-185.71|272.50,-187.46|276.00,-189.46|279.50,-191.71|283.00,-194.23|286.50,-197.00|290.00,-200.03|293.50,-203.31|297.00,-206.86|300.50,-210.66|304.00,-214.71|307.50,-219.03|311.00,-223.60|314.50,-228.43|318.00,-233.51|321.50,-238.86|325.00,-244.46|328.50,-250.31|332.00,-256.43|334.00,-262.80|332.25,-269.43|330.50,-276.31|328.75,-283.46|327.00,-290.86|325.25,-298.51
133.50,-293.99,325.25,-302.00,32,0.5333;133.50,-293.99|137.00,-286.23|140.50,-278.73|144.00,-271.49|147.50,-264.50|151.00,-257.77|154.50,-251.30|158.00,-245.09|161.50,-239.13|165.00,-233.43|168.50,-227.99|172.00,-222.80|175.50,-217.87|179.00,-213.20|182.50,-208.79|186.00,-204.63|189.50,-200.73|193.00,-197.09|196.50,-193.70|200.00,-190.57|203.50,-187.70|207.00,-185.09|210.50,-182.73|214.00,-180.63|217.50,-178.79|221.00,-177.20|224.50,-175.87|228.00,-174.80|231.50,-173.99|235.00,-173.43|238.50,-173.13|242.00,-173.09|245.50,-173.30|249.00,-173.77|252.50,-174.50|256.00,-175.49|259.50,-176.73|263.00,-178.23|266.50,-179.99|270.00,-182.00|273.50,-184.27|277.00,-186.80|280.50,-189.59|284.00,-192.63|287.50,-195.93|291.00,-199.49|294.50,-203.30|298.00,-207.37|301.50,-211.70|305.00,-216.29|308.50,-221.13|312.00,-226.23|315.50,-231.59|319.00,-237.20|322.50,-243.07|326.00,-249.20|329.50,-255.59|333.00,-262.23|334.00,-269.13|332.25,-276.29|330.50,-283.70|328.75,-291.37|327.00,-299.30
157.75,-293.99,313.00,-302.00,32,0.5333;157.75,-293.99|161.25,-286.23|164.75,-278.73|168.25,-271.49|171.75,-264.50|175.25,-257.77|178.75,-251.30|182.25,-245.09|185.75,-239.13|189.25,-233.43|192.75,-227.99|196.25,-222.80|199.75,-217.87|203.25,-213.20|206.75,-208.79|210.25,-204.63|213.75,-200.73|217.25,-197.09|220.75,-193.70|224.25,-190.57|227.75,-187.70|231.25,-185.09|234.75,-182.73|238.25,-180.63|241.75,-178.79|245.25,-177.20|248.75,-175.87|252.25,-174.80|255.75,-173.99|259.25,-173.43|262.75,-173.13|266.25,-173.09|269.75,-173.30|273.25,-173.77|276.75,-174.50|280.25,-175.49|283.75,-176.73|287.25,-178.23|290.75,-179.99|294.25,-182.00|297.75,-184.27|301.25,-186.80|304.75,-189.59|308.25,-192.63|311.75,-195.93|315.25,-199.49|318.75,-203.30|322.25,-207.37|325.75,-211.70|329.25,-216.29|332.75,-221.13|334.00,-226.23|332.25,-231.59|330.50,-237.20|328.75,-243.07|327.00,-249.20|325.25,-255.59|323.50,-262.23|321.75,-269.13|320.00,-276.29|318.25,-283.70|316.50,-291.37|314.75,-299.30
132.00,-293.74,321.75,-302.00,33,0.5500;132.00,-293.74|135.50,-285.74|139.00,-278.00|142.50,-270.51|146.00,-263.29|149.50,-256.31|153.00,-249.60|156.50,-243.14|160.00,-236.94|163.50,-231.00|167.00,-225.31|170.50,-219.89|174.00,-214.71|177.50,-209.80|181.00,-205.14|184.50,-200.74|188.00,-196.60|191.50,-192.71|195.00,-189.09|198.50,-185.71|202.00,-182.60|205.50,-179.74|209.00,-177.14|212.50,-174.80|216.00,-172.71|219.50,-170.89|223.00,-169.31|226.50,-168.00|230.00,-166.94|233.50,-166.14|237.00,-165.60|240.50,-165.31|244.00,-165.29|247.50,-165.51|251.00,-166.00|254.50,-166.74|258.00,-167.74|261.50,-169.00|265.00,-170.51|268.50,-172.29|272.00,-174.31|275.50,-176.60|279.00,-179.14|282.50,-181.94|286.00,-185.00|289.50,-188.31|293.00,-191.89|296.50,-195.71|300.00,-199.80|303.50,-204.14|307.00,-208.74|310.50,-213.60|314.00,-218.71|317.50,-224.09|321.00,-229.71|324.50,-235.60|328.00,-241.74|331.50,-248.14|334.00,-254.80|332.25,-261.71|330.50,-268.89|328.75,-276.31|327.00,-284.00|325.25,-291.94|323.50,-300.14
131.75,-293.74,323.50,-302.00,33,0.5500;131.75,-293.74|135.25,-285.74|138.75,-278.00|142.25,-270.51|145.75,-263.29|149.25,-256.31|152.75,-249.60|156.25,-243.14|159.75,-236.94|163.25,-231.00|166.75,-225.31|170.25,-219.89|173.75,-214.71|177.25,-209.80|180.75,-205.14|184.25,-200.74|187.75,-196.60|191.25,-192.71|194.75,-189.09|198.25,-185.71|201.75,-182.60|205.25,-179.74|208.75,-177.14|212.25,-174.80|215.75,-172.71|219.25,-170.89|222.75,-169.31|226.25,-168.00|229.75,-166.94|233.25,-166.14|236.75,-165.60|240.25,-165.31|243.75,-165.29|247.25,-165.51|250.75,-166.00|254.25,-166.74|257.75,-167.74|261.25,-169.00|264.75,-170.51|268.25,-172.29|271.75,-174.31|275.25,-176.60|278.75,-179.14|282.25,-181.94|285.75,-185.00|289.25,-188.31|292.75,-191.89|296.25,-195.71|299.75,-199.80|303.25,-204.14|306.75,-208.74|310.25,-213.60|313.75,-218.71|317.25,-224.09|320.75,-229.71|324.25,-235.60|327.75,-241.74|331.25,-248.14|334.75,-254.80|334.00,-261.71|332.25,-268.89|330.50,-276.31|328.75,-284.00|327.00,-291.94|325.25,-300.14
138.00,-293.50,316.50,-302.00,34,0.5667;138.00,-293.50|141.50,-285.26|145.00,-277.27|148.50,-269.54|152.00,-262.07|155.50,-254.86|159.00,-247.90|162.50,-241.20|166.00,-234.76|169.50,-228.57|173.00,-222.64|176.50,-216.97|180.00,-211.56|183.50,-206.40|187.00,-201.50|190.50,-196.86|194.00,-192.47|197.50,-188.34|201.00,-184.47|204.50,-180.86|208.00,-177.50|211.50,-174.40|215.00,-171.56|218.50,-168.97|222.00,-166.64|225.50,-164.57|229.00,-162.76|232.50,-161.20|236.00,-159.90|239.50,-158.86|243.00,-158.07|246.50,-157.54|250.00,-157.27|253.50,-157.26|257.00,-157.50|260.50,-158.00|264.00,-158.76|267.50,-159.77|271.00,-161.04|274.50,-162.57|278.00,-164.36|281.50,-166.40|285.00,-168.70|288.50,-171.26|292.00,-174.07|295.50,-177.14|299.00,-180.47|302.50,-184.06|306.00,-187.90|309.50,-192.00|313.00,-196.36|316.50,-200.97|320.00,-205.84|323.50,-210.97|327.00,-216.36|330.50,-222.00|334.00,-227.90|334.00,-234.06|332.25,-240.47|330.50,-247.14|328.75,-254.07|327.00,-261.26|325.25,-268.70|323.50,-276.40|321.75,-284.36|320.00,-292.57|318.25,-301.04
132.50,-293.26,314.75,-302.00,36,0.6000;132.50,-293.26|136.00,-284.77|139.50,-276.54|143.00,-268.57|146.50,-260.86|150.00,-253.40|153.50,-246.20|157.00,-239.26|160.50,-232.57|164.00,-226.14|167.50,-219.97|171.00,-214.06|174.50,-208.40|178.00,-203.00|181.50,-197.86|185.00,-192.97|188.50,-188.34|192.00,-183.97|195.50,-179.86|199.00,-176.00|202.50,-172.40|206.00,-169.06|209.50,-165.97|213.00,-163.14|216.50,-160.57|220.00,-158.26|223.50,-156.20|227.00,-154.40|230.50,-152.86|234.00,-151.57|237.50,-150.54|241.00,-149.77|244.50,-149.26|248.00,-149.00|251.50,-149.00|255.00,-149.26|258.50,-149.77|262.00,-150.54|265.50,-151.57|269.00,-152.86|272.50,-154.40|276.00,-156.20|279.50,-158.26|283.00,-160.57|286.50,-163.14|290.00,-165.97|293.50,-169.06|297.00,-172.40|300.50,-176.00|304.00,-179.86|307.50,-183.97|311.00,-188.34|314.50,-192.97|318.00,-197.86|321.50,-203.00|325.00,-208.40|328.50,-214.06|332.00,-219.97|334.00,-226.14|332.25,-232.57|330.50,-239.26|328.75,-246.20|327.00,-253.40|325.25,-260.86|323.50,-268.57|321.75,-276.54|320.00,-284.77|318.25,-293.26|316.50,-302.00
133.75,-149.77,91.75,-158.00,67,1.1167;133.75,-149.77|130.25,-149.26|126.75,-149.00|123.25,-149.00|119.75,-149.26|116.25,-149.77|112.75,-150.54|109.25,-151.57|105.75,-152.86|102.25,-154.40|98.75,-156.20|95.25,-158.26
113.25,-35.86,200.75,-14.00,54,0.9000;113.25,-35.86|116.75,-32.00|120.25,-28.40|123.75,-25.06|127.25,-21.97|130.75,-19.14|134.25,-16.57|137.75,-14.26|141.25,-12.20|144.75,-10.40|148.25,-8.86|151.75,-7.57|155.25,-6.54|158.75,-5.77|162.25,-5.26|165.75,-5.00|169.25,-5.00|172.75,-5.26|176.25,-5.77|179.75,-6.54|183.25,-7.57|186.75,-8.86|190.25,-10.40|193.75,-12.20|197.25,-14.26
