custom/current_screen,custom/max_height,time/iterations,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/clip_fraction,train/clip_range,train/learning_rate,train/value_loss,train/n_updates,train/entropy_loss,train/approx_kl,train/loss,train/explained_variance,train/policy_gradient_loss
0,-302.0,45,0,-0.2500000000000001,25012,23040,3.35,0.011328125,0.2,0.0003,288.23949298858645,440,-1.9878066450357437,0.003793799,180.58567810058594,0.22382181882858276,-0.017964719983865507
0,-158.0,46,0,0.794,25606,23552,3.07,0.0236328125,0.2,0.0003,311.9696842193604,450,-1.969606864452362,0.0044027576,170.86907958984375,0.3130757808685303,-0.01790341024461668
0,-14.0,47,0,0.3745000000000001,26194,24064,3.3,0.0166015625,0.2,0.0003,352.8798347473145,460,-1.9763061434030533,0.002936785,173.44029235839844,0.3223046660423279,-0.016965954378247262
0,-158.0,48,0,0.4739999999999992,26790,24576,3.2,0.0158203125,0.2,0.0003,260.05016269683836,470,-1.9243221566081048,0.0032313308,158.43992614746094,0.2962968945503235,-0.0154875848966185
0,-14.0,49,0,0.5704999999999996,27376,25088,3.29,0.014453125,0.2,0.0003,236.5701503753662,480,-1.9065963000059127,0.0037788511,111.39875793457031,0.32021284103393555,-0.01593315675854683
0,-158.0,50,0,0.8584999999999999,27963,25600,3.18,0.0341796875,0.2,0.0003,252.73691635131837,490,-1.8639170676469803,0.005461332,113.59941101074219,0.3370155096054077,-0.020957311399979518
0,-302.0,51,0,-0.6844999999999999,28554,26112,3.25,0.029296875,0.2,0.0003,308.1846616744995,500,-1.7707236886024476,0.0053572203,118.21138000488281,0.29586881399154663,-0.01922791787656024
0,-158.0,52,0,0.49849999999999994,29134,26624,3.15,0.0287109375,0.2,0.0003,265.30230236053467,510,-1.7306944966316222,0.004486379,132.45257568359375,0.33403271436691284,-0.02024628993822262
0,-14.0,53,0,1.3555,29736,27136,3.19,0.0310546875,0.2,0.0003,220.02402286529542,520,-1.7954316318035126,0.0057851505,83.4979019165039,0.3665923476219177,-0.020512473641429097
0,-158.0,54,0,-1.3174999999999997,30337,27648,3.31,0.018359375,0.2,0.0003,273.44526252746584,530,-1.6988628655672073,0.0030225734,107.66674041748047,0.2746378183364868,-0.017118535022018478
0,-14.0,55,0,-0.11300000000000057,30937,28160,3.29,0.0349609375,0.2,0.0003,194.02821407318115,540,-1.7755253121256829,0.005843126,81.39624786376953,0.41441988945007324,-0.0236286829225719
0,-302.0,56,0,0.03299999999999988,31525,28672,3.08,0.037109375,0.2,0.0003,222.71724739074708,550,-1.602007594704628,0.0059932503,89.61261749267578,0.37503522634506226,-0.026112421159632505
1,186.0,57,0,0.49649999999999994,32123,29184,3.09,0.0447265625,0.2,0.0003,232.5316022872925,560,-1.6931443750858306,0.006414237,128.39366149902344,0.4378814697265625,-0.020543615939095615
0,-158.0,58,0,-0.28999999999999915,32721,29696,3.22,0.0181640625,0.2,0.0003,223.43562326431274,570,-1.59087073802948,0.0032732883,120.26872253417969,0.3336135745048523,-0.014747566299047322
0,-302.0,59,0,-0.6550000000000007,33324,30208,3.46,0.050390625,0.2,0.0003,262.1386127471924,580,-1.5528047218918801,0.0072420025,123.35466766357422,0.37848764657974243,-0.020019258133834227
