rollout/ep_rew_mean,time/total_timesteps,time/fps,custom/current_screen,custom/max_height,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/policy_gradient_loss,train/learning_rate,train/loss,train/entropy_loss,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/explained_variance,train/approx_kl
193.17266139999998,2048,0,0,-158.0,2421,1,51.125,,,,,,,,,,
227.63280447311826,4096,0,0,-158.0,4905,2,43.72043010752688,-0.01765369214117527,0.0001,3799.707275390625,-1.3788070008158684,5,0.2,7819.621429443359,0.06953125,0.000581204891204834,0.011693136
267.35214252000003,6144,0,0,-158.0,7406,3,30.68,-0.014199883298715577,0.0001,4535.60888671875,-1.3653626546263695,10,0.2,9072.507373046876,0.02744140625,0.002272963523864746,0.0066660424
272.86427065000004,8192,0,0,-302.0,9973,4,23.61,-0.020897617016453297,0.0001,4713.248046875,-1.3367081329226493,15,0.2,11535.722637939452,0.04189453125,0.0013161301612854004,0.008891748
269.55969482999996,10240,0,0,-158.0,12591,5,20.3,-0.012370714772259817,0.0001,6153.85888671875,-1.3098101943731308,20,0.2,13174.218914794921,0.0130859375,0.0012707114219665527,0.0051044906
276.19318648999996,12288,0,0,-14.0,15229,6,16.89,-0.007821815082570538,0.0001,7088.9658203125,-1.2937621086835862,25,0.2,13825.527301025391,0.00654296875,0.00051116943359375,0.0050869468
275.66904692,14336,0,0,-14.0,17854,7,15.68,-0.014331919641699642,0.0001,8539.365234375,-1.2612956941127778,30,0.2,15042.13624267578,0.01982421875,0.00019365549087524414,0.0053992495
