rollout/ep_len_mean,time/time_elapsed,custom/max_height,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/iterations,custom/current_screen,train/loss,train/approx_kl,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_range,train/clip_fraction
3.388888888888889,61,-158.0,0.7777777777777772,64,1,1,0,,,,,,,,,,
3.5555555555555554,124,-302.0,-0.6069444444444447,128,1,2,0,186.77430725097656,0.0007135933,20,0.0003,-0.007672092691063881,0.0005512833595275879,-2.7704257726669312,375.29021606445315,0.2,0.0
