rollout/ep_rew_mean,custom/current_screen,rollout/ep_len_mean,time/time_elapsed,time/fps,custom/max_height,time/iterations,time/total_timesteps,train/explained_variance,train/loss,train/clip_fraction,train/entropy_loss,train/n_updates,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/value_loss
-0.05149999999999998,0,3.67,510,1,-158.0,1,512,,,,,,,,,,
-0.14050000000000046,0,3.75,1006,1,-158.0,2,1024,-0.024303555488586426,79.29734802246094,0.0392578125,-2.769447237253189,10,0.0003,0.0072015496,-0.027939546713605524,0.2,153.1268991470337
0.2754999999999999,0,3.79,1508,1,-302.0,3,1536,0.03368937969207764,88.03644561767578,0.0455078125,-2.762025013566017,20,0.0003,0.008576741,-0.028569679206702857,0.2,149.4283341407776
0.016999999999999772,0,3.63,2010,1,-302.0,4,2048,0.054927170276641846,117.17631530761719,0.007421875,-2.7530587404966353,30,0.0003,0.0043464852,-0.017897004412952812,0.2,181.2358076095581
