rollout/ep_rew_mean,custom/current_screen,time/time_elapsed,time/fps,custom/max_height,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/explained_variance,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/clip_range,train/clip_fraction,train/loss,train/value_loss,train/n_updates
276.93340308999996,0,2530,0,-14.0,1,2048,13.33,,,,,,,,,,
277.57399415,0,5208,0,-302.0,2,4096,12.86,0.0002948641777038574,0.007035733,0.0001,-0.012831573141738772,-1.2087144382297992,0.2,0.0169921875,7956.35107421875,15656.001507568359,40
277.6373249,0,7802,0,-158.0,3,6144,11.99,0.00015687942504882812,0.005070176,0.0001,-0.00303000106359832,-1.193191009014845,0.2,0.0,8928.3681640625,16167.910528564453,45
278.15733912,0,10473,0,-158.0,4,8192,11.4,0.00013136863708496094,0.0020889412,0.0001,-0.006955134912277572,-1.1744525283575058,0.2,9.765625e-05,7390.4345703125,15959.358953857422,50
279.32440980999996,0,13202,0,-158.0,5,10240,10.01,0.0010099411010742188,0.007641948,0.0001,-0.021766579436371104,-1.1217335484921933,0.2,0.025,8066.71435546875,15879.5748046875,55
279.52276345999996,0,15869,0,-302.0,6,12288,10.46,0.0001519322395324707,0.005847118,0.0001,-0.005340189253911376,-1.0977733232080937,0.2,0.02734375,8127.7041015625,16518.575653076172,60
