rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,custom/max_height,time/time_elapsed,time/iterations,custom/current_screen,train/learning_rate,train/n_updates,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/loss,train/clip_range,train/entropy_loss,train/value_loss
-9.62785269,1,36864,10.61,538.0,30976,18,2,0.0001,170,0.0050713858,0.026318359375,-0.004978292332816636,0.0810391902923584,5217.40478515625,0.2,-0.7457626923918724,11056.47141571045
4.4515848400000015,1,38912,11.36,442.0,32728,19,2,0.0001,180,0.004101358,0.032177734375,-0.006259769869211595,0.09225350618362427,4132.107421875,0.2,-0.7372006267309189,9765.98201904297
-16.289624410000002,1,40960,11.14,490.0,34432,20,2,0.0001,190,0.005039033,0.039501953125,-0.005661504535237327,0.11184835433959961,5939.61669921875,0.2,-0.724966480024159,10729.029879760743
30.56638579,1,43008,11.42,626.0,36150,21,2,0.0001,200,0.0039654328,0.0248046875,-0.004328301225177711,0.0029028654098510742,871231.875,0.2,-0.7032369028776884,364112.8322540283
32.41271729000001,1,45056,11.36,490.0,37860,22,2,0.0001,210,0.0013236487,0.006494140625,-0.001544668925635051,0.11643505096435547,5037.953125,0.2,-0.697017602995038,11792.377249145507
18.224387159999992,1,47104,10.77,442.0,39585,23,2,0.0001,220,0.0019388426,0.016259765625,-0.0035667448973981664,0.07897007465362549,6312.845703125,0.2,-0.6879700815305114,11497.746633911132
15.46920816,1,49152,11.19,442.0,41323,24,2,0.0001,230,0.0034459187,0.02509765625,-0.004455033419071696,0.09540361166000366,5860.95849609375,0.2,-0.6658068254590035,11912.205645751954
11.339942500000001,1,51200,9.83,626.0,43034,25,2,0.0001,240,0.0026814505,0.021240234375,-0.004130007195635698,0.08636301755905151,5195.57421875,0.2,-0.6766747334972024,11038.899024963379
-5.248004009999996,1,53248,10.71,538.0,44724,26,2,0.0001,250,0.004028543,0.026171875,-0.006027585122501478,0.12144333124160767,5987.1787109375,0.2,-0.6437860446050763,12547.582931518555
32.85602417,1,55296,11.58,538.0,46476,27,2,0.0001,260,0.001992221,0.0134765625,-0.0012839447721489706,0.10344254970550537,5058.134765625,0.2,-0.6406054727733135,11102.02449951172
0.4204488299999997,1,57344,10.27,442.0,48186,28,2,0.0001,270,0.0030072732,0.015625,-0.002833522170840297,0.09005534648895264,5390.83984375,0.2,-0.640237826667726,11742.697686767578
45.80530967,1,59392,10.71,442.0,49921,29,2,0.0001,280,0.0028972132,0.02333984375,-0.0045678256690735,0.08838331699371338,6826.857421875,0.2,-0.6241288980469107,11678.868655395509
37.28404264,1,61440,10.7,442.0,51655,30,2,0.0001,290,0.0028315291,0.029345703125,-0.0035789230023510754,0.12934142351150513,5768.15234375,0.2,-0.6326408298686147,12106.027053833008
-13.533427099999997,1,63488,9.37,442.0,53368,31,2,0.0001,300,0.0025234565,0.02255859375,-0.0043957159738056365,0.09933418035507202,5535.16748046875,0.2,-0.6239088993519545,12238.265881347656
34.447309260000004,1,65536,11.07,490.0,55141,32,2,0.0001,310,0.002754195,0.020703125,-0.003619682836870197,0.1124868392944336,5293.50146484375,0.2,-0.631245031580329,11733.51114501953
43.866598249999996,1,67584,10.81,442.0,56947,33,2,0.0001,320,0.002624995,0.016748046875,-0.0027400511971791275,0.10307496786117554,6402.75634765625,0.2,-0.6289659397676587,11788.15048828125
14.784029609999997,1,69632,10.2,442.0,58646,34,2,0.0001,330,0.0033261906,0.031982421875,-0.004882553432253189,0.08527123928070068,5561.529296875,0.2,-0.6329665891826153,12482.252890014648
32.328779360000006,1,71680,10.96,626.0,60430,35,2,0.0001,340,0.0033609811,0.035107421875,-0.004980025297845714,0.09373527765274048,5860.77294921875,0.2,-0.6172568012028933,12070.120739746093
58.360968539999995,1,73728,10.79,442.0,62166,36,2,0.0001,350,0.0031953175,0.0244140625,-0.005644756104447879,0.12044215202331543,5429.33154296875,0.2,-0.5969650259241461,11756.356948852539
34.74701392000001,1,75776,10.41,538.0,63920,37,2,0.0001,360,0.002011388,0.01181640625,-0.0017211950587807223,0.12103450298309326,6970.29296875,0.2,-0.5906672768294812,12534.336456298828
41.55468974,1,77824,11.24,442.0,65682,38,2,0.0001,370,0.0018196425,0.01181640625,-0.00237511344748782,0.08640843629837036,6695.44970703125,0.2,-0.5761610070243478,12690.579293823243
54.525943590000004,1,79872,10.79,442.0,67469,39,2,0.0001,380,0.0018873716,0.00888671875,-0.0019244766474002973,0.09683609008789062,7090.96142578125,0.2,-0.5711087350733578,12418.00778503418
28.629213400000005,1,81920,10.48,442.0,69185,40,2,0.0001,390,0.0018741183,0.0130859375,-0.002391019901551772,0.09830069541931152,6477.18115234375,0.2,-0.5717139974236488,12457.17986755371
45.277005479999985,1,83968,10.87,650.0,70939,41,2,0.0001,400,0.0024120975,0.026806640625,-0.004176848719362169,0.08513003587722778,7607.72509765625,0.2,-0.5677829626016319,12514.97192993164
