custom/max_height,time/iterations,time/fps,time/time_elapsed,custom/current_screen,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/clip_fraction,train/value_loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/loss,train/explained_variance,train/entropy_loss
9074.0,1,2,754,26,-455.77026416,2048,81.48,,,,,,,,,,
9074.0,2,2,1555,26,-394.58370961538463,4096,77.82692307692308,0.02333984375,32619.8142578125,5,0.2,0.0026781306849443355,0.0001,0.0035515977,6104.29052734375,-5.3763389587402344e-05,-0.12434698943980038
9074.0,3,2,2317,26,-380.0510366309524,6144,72.88095238095238,0.02021484375,27085.317657470703,10,0.2,0.0012792640540283174,0.0001,0.005142365,10192.6943359375,-0.0026769638061523438,-0.13578378749080003
9218.0,4,2,3047,26,-321.08478646,8192,65.04,0.0259765625,23404.61571044922,15,0.2,0.00084219330601627,0.0001,0.00424209,17898.455078125,-0.0010303258895874023,-0.14499735375866293
9074.0,5,2,3870,26,-271.2774197,10240,65.28,0.02734375,28786.660089111327,20,0.2,0.0017837924504419788,0.0001,0.0021520783,12955.3662109375,-0.0010712146759033203,-0.1434063388966024
9074.0,6,2,4733,26,-231.21718991000006,12288,55.61,0.04521276595744681,33720.764980884305,22,0.2,0.004068813628536907,0.0001,0.030479183,16978.1875,-0.0020791292190551758,-0.16821564527902197
